draw_id,ratio,n_conserved,n_valid,q75,distance,null_median,n_fixed_points
63,1.016879077568448,3985,15940,0.07924969905686856,58.28210498782465,57.31468595773284,0
64,0.9760207106398381,3985,15940,0.12114759862335411,58.91436390206616,60.361796896137974,1
65,0.9495518990410837,3985,15940,0.06030559275527382,66.22151711443486,69.73975533228825,0
66,0.945311666688598,3985,15940,0.1583198528205643,65.19757364757888,68.96939490439621,0
67,0.9650451484465843,3985,15940,0.10440870861209514,62.153951040324166,64.40522616001154,0
68,0.9968892587689072,3985,15940,0.04947374300242738,64.09792611860667,64.29794037279868,0
69,0.976241305382641,3985,15940,0.0799573345358758,73.67590415016525,75.46894783486727,0
70,0.9374126908015454,3985,15940,0.0204442989678598,48.45732466001653,51.69262709531118,0
71,1.015776036454163,3985,15940,0.08575966401735555,48.81585963632452,48.057699615290474,0
72,0.997087928015551,3985,15940,0.08389164325828335,64.92944876419295,65.1190802133353,0
73,1.014935154008735,3985,15940,0.06625245917671482,53.13061673960516,52.348779653313585,0
74,0.9861507845614742,3985,15940,0.12531606529396191,68.84579015306772,69.81264045100605,2
75,0.9645333893678306,3985,15940,0.10786359142826857,68.0477838664552,70.54995152739578,3
76,0.9844525554152632,3985,15940,0.10266840010433373,57.75363976736675,58.665742142347355,0
77,0.9485064829628514,3985,15940,0.10841744527848275,62.68252144545743,66.08549606287974,1
78,1.015181556339749,3985,15940,0.07271634607268866,57.366908382870356,56.50901360906076,0
79,0.963392424388517,3985,15940,0.12155638256493123,46.56835921992333,48.33789226594877,2
80,0.9825404024207226,3985,15940,0.13834437662785715,65.3106913037713,66.47125262519775,1
81,0.9936915512513523,3985,15940,0.054771149238826186,56.02677918316028,56.38246507440458,1
82,0.9791270930406676,3985,15940,0.06847254632839865,66.11766367431831,67.52715162746716,0
83,1.0009869264594646,3985,15940,0.0500255325967083,69.70324896244111,69.63452480741643,0
84,0.9985815296847484,3985,15940,0.06899197418501099,56.615217756856595,56.69563883755188,0
85,1.0061852225915726,3985,15940,0.07758546616325933,62.558912717333065,62.174350519881145,1
86,0.9810984729537232,3985,15940,0.10799202794299144,67.95196925262783,69.26110999648148,1
87,0.9417312497471402,3985,15940,0.09258522257630324,57.342606978796375,60.890627760513595,1
88,0.9823896718896823,3985,15940,0.0842616086414559,49.48141805916116,50.36842250588897,0
89,0.986700371775266,3985,15940,0.08133362273344655,67.57714000427258,68.48800500874258,2
90,0.9914167355415917,3985,15940,0.1245700601478875,65.48785348446059,66.05481946871296,1
91,0.9811334630093359,3985,15940,0.08029569551162123,68.92445569110208,70.24982664407017,0
92,0.9897570737545464,3985,15940,0.1190826851782965,51.58465912024001,52.118505124251016,1
93,1.035064795755493,3985,15940,0.06053766012097879,45.48273413159016,43.94191969246944,0
94,0.9827820622572836,3985,15940,0.06396628609555857,47.368556308926216,48.19843394386817,0
95,1.0130940187195656,3985,15940,0.07176467234971698,51.92074386992749,51.24967960579744,1
96,0.983456010713826,3985,15940,0.0935758914965283,52.133758148266544,53.010767721502944,1
97,0.9965320702340774,3985,15940,0.08850619154388394,68.2938141138549,68.53147646097655,1
98,1.0213555813110857,3985,15940,0.03438449509690847,65.38131894678166,64.01425727057122,1
99,0.9874038129526096,3985,15940,0.06330762489544975,50.478376379158604,51.12232271841684,0
100,1.0037926976482567,3985,15940,0.11291991707218686,63.61617380812323,63.3758085281621,2
101,1.0068729942049497,3985,15940,0.05622394027319195,60.760331679266066,60.34557687908179,0
102,1.0160771854109516,3985,15940,0.06686293692434558,55.298263061133895,54.42328974128925,0
103,0.9729630407329759,3985,15940,0.11032918401649905,57.367505436442066,58.96164914262786,1
104,0.9441438226719736,3985,15940,0.13159962705205563,57.312315106385874,60.70294983680473,2
105,0.9761247462045534,3985,15940,0.08589482290837572,60.48063782561216,61.959947292369996,2
106,0.9568449559934816,3985,15940,0.1367769624431641,60.95476683661888,63.70391196066892,2
107,1.0012834917668574,3985,15940,0.1224485088995511,64.51921615829578,64.43651242511314,2
108,1.006409733571339,3985,15940,0.06661672306383659,60.67242445973911,60.28600721540853,0
109,1.008459631484778,3985,15940,0.07691964339025892,64.43489545819354,63.894372611945386,0
110,0.9703176562750888,3985,15940,0.11620293368163533,62.66030895969137,64.57710890290852,1
111,1.0114251339737907,3985,15940,0.07832540835167684,55.334803873898736,54.70973778997728,2
112,1.018043271474716,3985,15940,0.06222465871194903,50.079778991314214,49.19219093582309,0
113,0.9956514236651895,3985,15940,0.09885920485017012,65.08775689856752,65.37203217062316,1
114,0.9740725687955044,3985,15940,0.11946176053784464,65.21037819727457,66.94611909450532,4
115,1.0058582741739022,3985,15940,0.08753423816028433,60.05256754956318,59.70281210728574,0
116,0.9722927102810086,3985,15940,0.10059620887556527,62.26506745653292,64.03942639715697,3
117,1.0002496903408318,3985,15940,0.11283067407569188,48.03077862646649,48.01878879872501,0
118,0.9791819052352583,3985,15940,0.05856428670049861,58.6559650165798,59.90303201373714,0
119,0.9959815943377154,3985,15940,0.07450602949531714,62.332684075215305,62.58417266903796,0
120,0.9327982930694428,3985,15940,0.07572159183616824,53.31785386361247,57.15903884018277,1
121,1.0064156290235713,3985,15940,0.09601080285895157,60.29806347353139,59.91367953221557,1
122,1.004375266390369,3985,15940,0.05799697980884069,59.57931430978009,59.31977449415156,2
123,0.9560591695645113,3985,15940,0.11372868407765196,64.47682230374502,67.44020072849096,2
124,0.9671449265422312,3985,15940,0.08929585722152972,46.620452484084275,48.204205186458736,1
125,1.0163835643498609,3985,15940,0.04460805957745423,57.11340990651519,56.192772010287584,1
126,1.0108135723985847,3985,15940,0.05754049912098623,53.62396656776218,53.0503032725575,2
127,0.9951371956865701,3985,15940,0.07037352611418758,56.11043746881383,56.384624865822474,1
128,0.938619563623398,3985,15940,0.12255790787766618,56.594198988511955,60.29514105804343,1
129,1.0155889407924699,3985,15940,0.0912628590382909,53.55290593928179,52.73088725985353,1
130,1.0007525677357574,3985,15940,0.0821614562329673,51.94705276161255,51.907988484251234,1
131,0.9941282777692211,3985,15940,0.06584689459949702,71.64533918551942,72.06850543099762,3
132,1.0245828992700403,3985,15940,0.035728839055151645,62.10211402103041,60.61209304320303,1
133,0.9553187027847594,3985,15940,0.1424626128608889,50.207390380675726,52.55564476474804,2
134,0.9925863186079523,3985,15940,0.11516081830637884,70.06676568220458,70.59009817954106,0
135,0.9779651918817355,3985,15940,0.10444406923776195,57.069159219275576,58.355000457088764,3
136,1.0097943213592895,3985,15940,0.1012188217140426,61.0570105529783,60.464798881805095,0
137,0.9466015746407695,3985,15940,0.10806855174791957,67.544616626309,71.35485344184202,1
138,0.9973968267695634,3985,15940,0.06449379262407896,65.80295252960615,65.97469609235996,1
139,0.9883712863176026,3985,15940,0.08123866155715227,60.578533697875784,61.2912723553257,2
140,0.9869529952751854,3985,15940,0.12073656476949574,63.16146350044191,63.99642516190047,1
141,1.0153571795764114,3985,15940,0.041921475298696186,61.47242677273462,60.54266223673112,1
142,1.0161695575892973,3985,15940,0.09542719515881369,51.02800347448526,50.21603244594454,2
143,0.9423822407193689,3985,15940,0.07715886596519486,60.85881969521075,64.57976080783746,0
144,1.0095073083835968,3985,15940,0.07435856376749778,66.82036939700303,66.19107047773086,0
145,1.016291517974423,3985,15940,0.055930384597044705,58.81478390505897,57.871961799192306,0
146,1.0159815279578037,3985,15940,-0.008756501640070233,62.88354136663174,61.89437468713846,0
147,0.9962903084704691,3985,15940,0.1264379178274618,67.01049248609628,67.2600063619735,1
148,0.9923652543094025,3985,15940,0.099359893592199,52.72959660694639,53.135270887372485,1
149,0.9622667873603922,3985,15940,0.11710811041708039,67.92816058961088,70.59181661662208,1
150,0.9442051932995998,3985,15940,0.1345112661665187,55.350087603579965,58.6208252150729,1
151,1.024771082055473,3985,15940,0.04834594936315392,49.815535199341895,48.61137874755649,0
152,0.9610130047034007,3985,15940,0.08290397092947814,69.5623169438917,72.38436587584042,0
153,0.9926884645836663,3985,15940,0.09411038600635294,57.849746730717655,58.2758325442815,3
154,0.9607021550548607,3985,15940,0.10037957066206782,68.46100902239274,71.26142963474803,0
155,0.985839528960715,3985,15940,0.08466728726656793,59.773988412616376,60.63257422395194,0
156,0.9713253488443884,3985,15940,0.05484485002885664,56.92552760299835,58.6060352185024,1
157,1.017862936441625,3985,15940,0.05833861680807269,63.796632180810185,62.6770362656475,0
158,0.9165285949182261,3985,15940,0.10603988412262844,53.44496018767792,58.312376159356326,2
159,0.9761929566968781,3985,15940,0.12277744248170401,62.671169223702194,64.19957119518789,0
160,0.985107763955672,3985,15940,0.10136829719788176,52.6868667431696,53.483353467449085,1
161,1.0184203759647228,3985,15940,0.006583914723666553,49.849848000714,48.94820368601969,0
162,1.008399219023808,3985,15940,0.097434897398132,53.55845970249169,53.11235737998642,1
163,0.9489594247609345,3985,15940,0.11267035414469836,60.518873588875095,63.77393175068706,1
164,0.957485638371768,3985,15940,0.10486241394445822,63.61067832700386,66.43512526744072,0
165,0.994129233396869,3985,15940,0.06964437305765088,68.24651946414458,68.64954491977977,1
166,0.9903524603543813,3985,15940,0.10354994980924999,57.52482015335624,58.08519941756082,2
167,0.9464069960047362,3985,15940,0.1576537816516492,61.741292107238976,65.23756942613514,1
168,0.9219624448398527,3985,15940,0.1054563830777063,54.016747767684144,58.5888807836061,0
169,0.9773881107540967,3985,15940,0.11064349589262526,58.339334660636894,59.68901608146799,2
170,0.9987767040988895,3985,15940,0.04431871254243053,55.59655926089748,55.66465360348736,1
171,0.9885820558612681,3985,15940,0.07046031275485097,67.85544033169673,68.63915840813033,1
172,0.9939764377829594,3985,15940,0.07635770822505608,51.24039899314836,51.5509191620667,0
173,1.0011577274572738,3985,15940,0.09340913647198432,64.69267962989258,64.61786974785494,0
174,0.9440953533104,3985,15940,0.1373988502334471,55.214727811858886,58.484270278688015,1
175,1.0067891351479605,3985,15940,0.05679607415878966,58.962386325960004,58.564782105336015,1
176,1.0232788004620577,3985,15940,0.07201119046541034,67.16866661329327,65.64063145152964,0
177,0.9898758819826735,3985,15940,0.04077212536113893,58.50485520234068,59.103223209316184,0
178,0.9983687084612005,3985,15940,0.07696835455464308,56.42689909602018,56.5190982227315,0
179,1.0104755792870204,3985,15940,0.049962385716231746,66.5758012704744,65.88561132516384,2
180,0.9586369798216493,3985,15940,0.09560881923235975,60.501505662486466,63.11200896270717,0
181,0.9891757152107723,3985,15940,0.12881927738510313,53.145731893077084,53.727291396102316,2
182,0.9671043982236712,3985,15940,0.06232996188078746,53.42264691149607,55.239793149136844,0
183,0.9959155511966188,3985,15940,0.0989129201205467,55.909776555264756,56.1390737277751,1
184,0.9637700802950645,3985,15940,0.13189794635615618,54.67930672313653,56.73480412091243,4
185,0.9721781398952719,3985,15940,0.08438830112620521,67.6394914189762,69.57520298313094,0
186,0.9597863878355385,3985,15940,0.16809841541351017,65.67163793290477,68.42318120493886,0
187,0.9901783768832056,3985,15940,0.1060473065182933,52.535234071076104,53.056333381508274,0
188,0.9780736500572114,3985,15940,0.06731710203144944,61.28349295852391,62.65733971561262,0
189,1.0011635553217304,3985,15940,0.08960235689793765,52.50877549139767,52.44774963319918,0
190,0.9894154691432554,3985,15940,0.10197485086137807,66.25953349354769,66.96836218956884,0
191,0.9724919636187302,3985,15940,0.08033050345338232,51.02780253102895,52.47118170637616,0
192,0.9417798654939672,3985,15940,0.09077778312031197,59.02856904899704,62.67767151513303,1
193,0.9806287758671552,3985,15940,0.11554067453235223,64.75387418739534,66.03301451166826,1
194,0.98107872879826,3985,15940,0.1131587628230083,60.849087373229786,62.022634460503355,0
195,0.9813680166494274,3985,15940,0.08898894495943861,66.3512034758469,67.61092918269563,2
196,0.9816976007267203,3985,15940,0.13166191537915395,59.14834157027815,60.251080909734796,1
197,0.9221862563097503,3985,15940,0.06508580518532896,57.27551944732404,62.10840711996681,3
198,0.9744909603732218,3985,15940,0.09764343607817386,54.49271504375285,55.91915908884635,1
199,0.9797368657776475,3985,15940,0.1345378644418873,57.68165399988887,58.87463870628687,3
200,0.9786024319587335,3985,15940,0.05382273195240271,60.12993784311606,61.444705101296606,0
201,0.9855236506393795,3985,15940,0.04834477047291137,51.42960154483396,52.18505056826176,0
202,1.000941500953972,3985,15940,0.08859492414246727,57.001379358036985,56.94776298486018,1
203,0.9504580534726959,3985,15940,0.12982557771390682,61.298698960997065,64.49384982012572,0
204,0.9377758188459477,3985,15940,0.047515295217490296,61.96317088679008,66.07460934857932,0
205,0.9516532491820611,3985,15940,0.1490136454705066,51.03915924187746,53.632096864845714,1
206,1.0193329295229245,3985,15940,0.08287890723333195,50.971934594808296,50.00518782284856,1
207,0.9786069371790762,3985,15940,0.11080551641832,66.16382760927337,67.61021723389437,1
208,1.0328816942389987,3985,15940,0.05427910510747866,57.02480233876995,55.20942297344557,1
209,1.0025660546913835,3985,15940,0.06797527581603355,63.30263640267842,63.140614133564156,0
210,0.972496447222324,3985,15940,0.11136792079221694,59.04768616671214,60.71763689766278,1
211,0.9863792783841936,3985,15940,0.052605370954434155,61.49578768448509,62.34497118108816,0
212,0.9818063777721312,3985,15940,0.07639901036213467,53.21677033932631,54.20291774849059,0
213,1.0105522461006777,3985,15940,0.0674655248976672,52.018390612197166,51.47521151223562,0
214,0.9877222027996536,3985,15940,0.07680266380420803,63.16797035285374,63.95317445918195,0
215,0.9342980924675274,3985,15940,0.08758666481145544,62.90810369848055,67.33194063613803,1
216,0.9748293253198261,3985,15940,0.08991243942738647,53.42904394732956,54.80861373328129,0
217,0.9824060377259398,3985,15940,0.10436019824339329,60.30956551509438,61.389652749588286,1
218,0.9819335088279546,3985,15940,0.10727138116959592,62.08630153314653,63.22862085361905,1
219,0.9664293210941259,3985,15940,0.08900535411572395,59.40971430945442,61.47341871022162,0
220,1.0090219969161767,3985,15940,0.05977872637434571,53.5043632629591,53.02596318661219,1
221,0.9809960268833235,3985,15940,0.14591930119807048,65.60826389757652,66.8792350831608,0
222,0.9808068935048717,3985,15940,0.09407839279411692,72.95487437372296,74.38250572752585,1
223,0.9951738832362544,3985,15940,0.0555730520673733,64.69442267369129,65.00815964272329,1
224,0.924058120545361,3985,15940,0.14438051447673678,52.415236200589995,56.72287817746307,0
225,1.002942785577789,3985,15940,0.04307522794803487,60.70537347478871,60.52725474246941,0
226,0.9830147796568044,3985,15940,0.07121616354324552,71.23098440315857,72.46176342132631,1
227,0.9876520823443657,3985,15940,0.08824131335266168,60.55705712632158,61.31415931668849,1
228,0.9639313374299431,3985,15940,0.12896697757158976,61.345864094403645,63.64132144304538,4
229,0.9582040476847594,3985,15940,0.15705878557172825,51.82215620555439,54.08258953901165,2
230,0.9260461387637441,3985,15940,0.14386919134855863,56.342499893531176,60.84200077627607,1
231,1.000138519281822,3985,15940,0.08443601103977749,66.06451532600612,66.0553653842326,1
232,0.9907705670320988,3985,15940,0.11057504342639601,68.68306319061884,69.32287400943115,1
233,0.9835282987630819,3985,15940,0.14236309414424542,61.15316824522944,62.17733472655307,2
234,0.9805634451332587,3985,15940,0.03686902923340653,50.89577878019359,51.904625889125256,0
235,0.985071624308634,3985,15940,0.13641971368702593,69.91010763445723,70.96956800833968,4
236,0.9757113342267499,3985,15940,0.14635551939948882,58.966319700831434,60.43418543206959,2
237,0.9840534542881098,3985,15940,0.1069581699946434,52.52447668953985,53.37563367178813,1
238,0.9887388239233176,3985,15940,0.07272835409668528,60.1566525500371,60.84180280423842,1
239,0.9888282952769252,3985,15940,0.07515614589574685,60.75670162619139,61.44312608811042,2
240,0.9914035412235978,3985,15940,0.0942568954315889,56.57245683738484,57.062996534753836,0
241,1.0050900616249108,3985,15940,0.07563087367717422,62.46597020282072,62.14962478271163,0
242,1.004976773533101,3985,15940,0.08901914284005649,50.48709769976045,50.237079133946324,1
243,0.9791127085342991,3985,15940,0.09172451534467771,67.37139524211561,68.80862096353388,0
244,0.9869737457653612,3985,15940,0.04825416400945263,66.79012733426428,67.67163525962997,1
245,0.950996919061769,3985,15940,0.11872878234558212,66.78516412547643,70.22647790632706,4
246,1.0065379749488141,3985,15940,0.0838787243960627,60.415860419131604,60.023428745650605,0
247,1.0074472947295807,3985,15940,0.07414861757996315,66.71278055192735,66.21962349884954,1
248,0.9267059836822977,3985,15940,0.13177504525792383,58.33843101993565,62.95247041367523,0
249,1.003369095481565,3985,15940,0.09765017778370028,56.95449932687664,56.76325848918184,1
250,0.974790973933719,3985,15940,0.060472075832286296,68.34151357601033,70.10889042214009,1
251,0.9895363545860242,3985,15940,0.07277403562164905,73.26645302102284,74.04119381917414,0
252,1.0117289083648688,3985,15940,0.09117222957194746,67.81337647892833,67.02722035345084,1
253,0.9782631576221332,3985,15940,0.1058307252329908,58.11283183001912,59.40408915252837,2
254,0.9739399746569377,3985,15940,0.14067789736953898,78.12288483176901,80.21324400334544,0
255,0.989978903855189,3985,15940,0.06499263102676166,65.74403873037605,66.4095350662067,0
256,1.0088458848242086,3985,15940,0.08578919209792751,64.02674142704109,63.46533438870868,2
257,0.9906036047763607,3985,15940,0.13517494872378918,52.29734562248155,52.79341339999286,2
258,1.0191920160966914,3985,15940,0.055248895323411124,56.65790119239284,55.59099786650769,1
259,0.9399007515105007,3985,15940,0.17219277877231787,67.65373413195137,71.97965745130648,1
260,0.9936142677303161,3985,15940,0.10107528409608302,50.79922123813393,51.12569624646504,1
261,0.9646571010981029,3985,15940,0.12923015590357237,62.321519655264375,64.60484205664542,1
262,0.9725527290040448,3985,15940,0.12386277908647861,50.8685453069759,52.30415152818346,1
263,1.0001711121224606,3985,15940,0.1018827492982105,45.88841394549431,45.8805632249412,1
264,0.9524782340339707,3985,15940,0.10270317915419112,61.5253685166685,64.59503883473957,0
265,0.974654074894247,3985,15940,0.12351101189667063,68.44961201694852,70.22964740015632,1
266,1.0162322955994019,3985,15940,0.040763820851851186,56.029118692722626,55.13416463474535,0
267,0.9773006159469568,3985,15940,0.07249744234879257,58.2860372728119,59.639824555247586,0
268,1.0178333785720444,3985,15940,0.043442026811490224,49.3112228342505,48.44724477736328,0
269,0.9382603078385785,3985,15940,0.07514499867136322,52.79388566787001,56.26784510312339,1
270,0.9362220486750303,3985,15940,0.13640168534726194,53.442543749086376,57.08319284374885,2
271,1.0167277211957286,3985,15940,0.022180649330384897,62.129306146458646,61.10712322606008,1
272,1.005802887140165,3985,15940,0.039017791183371564,59.52140056634908,59.17799732668136,1
273,0.9509257443079906,3985,15940,0.07046195134346324,67.36751337538585,70.84413665171161,1
274,0.9977770702161104,3985,15940,0.07566577897011076,67.06052647885723,67.20992943276644,2
275,0.9861529418692033,3985,15940,0.11534709904383587,66.14420163131089,67.07296487493906,0
276,0.9981881512474571,3985,15940,0.04822264899267341,66.59050838904307,66.7113793184416,1
277,0.9780747358296662,3985,15940,0.06620548468648563,44.84766450515465,45.85300372482473,0
278,1.0147179674033877,3985,15940,0.08179742412665811,64.07098484597294,63.14166783695313,1
279,0.9767342422023004,3985,15940,0.11495193157357872,69.42439637063066,71.07808180666972,2
280,1.0114388278380897,3985,15940,0.10492346624027388,61.60160120371065,60.904920305839575,1
281,1.0227121168356892,3985,15940,0.07508421517580463,57.841960454661674,56.55742168541713,1
282,1.0299091135279734,3985,15940,0.07367341384761988,51.60299751162622,50.10441876260243,1
283,0.9968112654879656,3985,15940,0.0791163854611931,70.99537738225926,71.22248698453978,0
284,1.0377917183390781,3985,15940,0.03995281649445463,66.19378953643698,63.783308699337155,0
285,0.9609283497754996,3985,15940,0.08861369791325266,66.7172955992815,69.43004191193711,0
286,1.0075194611871912,3985,15940,0.09513717170399817,59.077394360255845,58.63647962754301,0
287,1.004178084430391,3985,15940,0.05597434600554283,49.650335153534655,49.44375497071147,0
288,0.992691646580835,3985,15940,0.07267525817757997,50.64458606078114,51.01743953947651,1
289,0.9922170353794574,3985,15940,0.11253402149201401,63.67581482893441,64.17528883142248,2
290,0.9910012205234158,3985,15940,0.09490289136633523,59.67843921530686,60.220348854652855,0
291,0.9125129817214239,3985,15940,0.10435794548089629,69.84534609774045,76.54175611395647,1
292,0.9242303718336162,3985,15940,0.12843529400314582,54.95724212619357,59.46270951598548,0
293,1.002271488352935,3985,15940,0.057469593382197065,57.57922136552181,57.44872725068096,0
294,0.9816741508145935,3985,15940,0.08863524994814895,73.03083113888992,74.39416743151372,1
295,0.9721176233164308,3985,15940,0.0625687960267852,66.6990020500958,68.61206962028794,1
296,0.9822796618565875,3985,15940,0.05947521822829541,66.51161329133673,67.71148367830851,0
297,0.988140780056688,3985,15940,0.11283301119625404,70.9205861307087,71.77174301686051,1
298,0.9993218048031517,3985,15940,0.05536196158747889,56.54286327453576,56.581236397292145,0
299,0.9616751034410836,3985,15940,0.12310705387999492,56.86382348879357,59.129973610965266,3
300,0.9662308344671968,3985,15940,0.06316914758686643,71.68477358705907,74.19011175169938,1
301,0.988982081513348,3985,15940,0.1306020413970951,65.93999249244598,66.67460788727749,2
302,0.9752759947086768,3985,15940,0.11715843319419662,56.8973395535688,58.339731380925166,2
303,0.9890651273994027,3985,15940,0.1458721669651587,62.92858329730467,63.62430698852549,1
304,0.9962064567199904,3985,15940,0.042639008866942135,55.153542900724645,55.363566988230204,0
305,0.9989488726060399,3985,15940,0.08367679074870847,60.174683735314346,60.2380015488998,3
306,1.0021284930553374,3985,15940,0.09258278737121291,67.89539617375031,67.75118824009043,2
307,0.972693431784673,3985,15940,0.062263132188112885,66.94280580740858,68.8221012087885,2
308,0.9755959853223445,3985,15940,0.13705074338527093,55.44081224614422,56.82763467689563,1
309,0.9598543560108764,3985,15940,0.11076752385646521,59.70833558163748,62.20562026699903,0
310,0.9788375134632646,3985,15940,0.10733555917311519,55.65648367448833,56.85977796004964,0
311,0.9962294190258906,3985,15940,0.08560160692679139,73.1432177216495,73.42005398030574,2
312,0.9734061678646102,3985,15940,0.09100698131042242,57.35750439226107,58.92453354604062,0
313,0.995779553320632,3985,15940,0.08958471713108429,56.28587373865168,56.52443209037065,1
314,0.9858800127598953,3985,15940,0.04786485413788076,61.554101776966284,62.43569296495859,2
315,0.9643446165990245,3985,15940,0.10391352239956479,57.343151194149165,59.46333935723365,1
316,0.9799249462767515,3985,15940,0.12992628611953552,68.53282817797702,69.93681346553035,0
