iteration,distance,p_value,n_pca_components,runtime_s
58,61.02145579583297,0.000999000999000999,33,0.8054490089416504
59,60.90758972575139,0.000999000999000999,33,0.812129020690918
60,61.09617952204883,0.000999000999000999,33,0.8037159442901611
61,61.42125210489036,0.000999000999000999,33,0.8079440593719482
62,61.13933148040197,0.000999000999000999,33,0.8921000957489014
63,61.14096595639947,0.000999000999000999,33,1.092844009399414
64,61.18690825689294,0.000999000999000999,33,0.9097299575805664
65,61.518061746071886,0.000999000999000999,33,1.0280091762542725
66,61.33343725533768,0.000999000999000999,33,0.8759729862213135
67,61.546836935503244,0.000999000999000999,33,1.1040370464324951
68,61.1477347123706,0.000999000999000999,33,0.9534139633178711
69,61.25247279164649,0.000999000999000999,33,1.160386085510254
70,61.377064870289466,0.000999000999000999,33,1.1112749576568604
71,61.47689314767048,0.000999000999000999,33,1.417877197265625
72,61.06298170682443,0.000999000999000999,33,0.7891829013824463
73,61.175245275298984,0.000999000999000999,33,0.8112177848815918
74,61.10415313057812,0.000999000999000999,33,0.8309569358825684
75,60.82100866661388,0.000999000999000999,33,0.8123540878295898
76,60.99706480414138,0.000999000999000999,33,0.830528974533081
77,60.96286730935997,0.000999000999000999,33,0.8051321506500244
78,60.85779714278544,0.000999000999000999,33,0.8084838390350342
79,61.62027959559316,0.000999000999000999,33,0.8548080921173096
80,61.40109395180212,0.000999000999000999,33,0.8933968544006348
81,61.22914843450114,0.000999000999000999,33,0.8680648803710938
82,61.44700991746516,0.000999000999000999,33,0.8619859218597412
83,61.18750297604813,0.000999000999000999,33,1.166121006011963
84,60.96404784708764,0.000999000999000999,33,1.0630500316619873
85,61.36417307603861,0.000999000999000999,33,1.0806469917297363
86,61.29979119370212,0.000999000999000999,33,1.2380306720733643
87,61.456518893714055,0.000999000999000999,33,1.3262879848480225
88,61.06043894644244,0.000999000999000999,33,1.0303242206573486
89,61.50211095088261,0.000999000999000999,33,1.5665631294250488
90,61.66299528787206,0.000999000999000999,33,1.406426191329956
91,61.22558929855235,0.000999000999000999,33,2.1320722103118896
92,61.029848170888144,0.000999000999000999,33,1.0149259567260742
93,61.0182776210517,0.000999000999000999,33,1.0166690349578857
94,61.66977478795636,0.000999000999000999,33,0.914923906326294
95,61.31265093656183,0.000999000999000999,33,0.9264209270477295
96,61.26446135728974,0.000999000999000999,33,0.9080541133880615
97,60.872292408255795,0.000999000999000999,33,0.8988690376281738
98,61.32591276634792,0.000999000999000999,33,0.9473018646240234
99,60.8774858934671,0.000999000999000999,33,0.8863949775695801
