gene_id,gene_symbol,specificity_score,mean_progenitor_residual,mean_differentiated_residual
ENSG00000181773,GPR3,0.8424457857668863,0.021082971909885475,0.003942937491149093
ENSG00000214447,FAM187A,0.8407637594458571,9.192327392653928e-05,1.7409785323214084e-05
ENSG00000141750,STAC2,0.8363488696305521,0.09039120460979495,0.017687143902500247
ENSG00000139648,KRT71,0.8359396772981118,0.0022118166112519715,0.0004340879573658383
ENSG00000286131,ENSG00000286131,0.8302009533337573,0.01343119219746737,0.0027470501226998577
ENSG00000127743,IL17B,0.8283506294120948,0.040196161053553364,0.008329378284880864
ENSG00000122585,NPY,0.8280199120965345,0.021579264495343364,0.004482022413452072
ENSG00000189433,GJB4,0.8265023136511993,0.13801436120666608,0.028971694279333347
ENSG00000162951,LRRTM1,0.8261494564009244,0.0042688565707426,0.00089831570985133
ENSG00000207597,MIR490,0.8250095416639175,9.109407514607051e-06,1.93217086063789e-06
ENSG00000180332,KCTD4,0.8217201499638991,0.00977523519208007,0.0021208284404224654
ENSG00000095752,IL11,0.8209705033099457,0.014324111783503879,0.003123667065739399
ENSG00000180914,OXTR,0.8206673750969824,0.008571131165025243,0.0018729676563911057
ENSG00000205116,TMEM88B,0.8184640947791794,0.03645759072979722,0.008086318969300128
ENSG00000163873,GRIK3,0.818288329433263,0.008887145153424415,0.001973507300924467
ENSG00000100399,CHADL,0.8182382694991699,0.046116490933375213,0.010244220429590434
ENSG00000284182,MIR143,0.8142819188200235,0.0001856532715465206,4.234303692555118e-05
ENSG00000196415,PRTN3,0.8139261565898437,0.31928404607551036,0.07299238280009462
ENSG00000005381,MPO,0.813318064899162,0.3844538307075893,0.08824417920966887
ENSG00000139890,REM2,0.8119245407769742,0.01577938797935077,0.0036551618918116754
ENSG00000164086,DUSP7,0.811752314200453,0.08395283538558768,0.019468902892150662
ENSG00000197561,ELANE,0.8107827645831522,0.36026153185164583,0.08407639390195244
ENSG00000196407,THEM5,0.8089049449394602,0.011051603627886928,0.0026108219723349232
ENSG00000276043,UHRF1,0.8079205125882749,0.07333357241668051,0.017434728764022526
ENSG00000139292,LGR5,0.8071946455643002,0.030468717621910425,0.007277714158010641
ENSG00000130176,CNN1,0.8050201239383188,0.29616857972428423,0.07173350236947577
ENSG00000100448,CTSG,0.8049239120647379,0.12182343581179404,0.02952433008983084
ENSG00000183763,TRAIP,0.8031640596948183,0.013666529898845212,0.0033493334654070947
ENSG00000173227,SYT12,0.8025206389782218,0.014906371590718897,0.0036680685753282412
ENSG00000113430,IRX4,0.8018606543845445,0.016363738239107535,0.004043471105348034
ENSG00000128591,FLNC,0.8018506052778166,0.052023218783856975,0.012855723055729873
ENSG00000284251,MIR711,0.801143366150099,6.68922975513771e-07,1.6603741207364153e-07
ENSG00000213859,KCTD11,0.8007375269374934,0.04884350301140924,0.012154641034888242
ENSG00000206432,TMEM200C,0.8001551491303811,0.002335732860258917,0.0005833670952902305
ENSG00000276365,MIR145,0.7990510183004547,0.0005169289092012408,0.0001299996314828387
ENSG00000203783,PRR9,0.7987778713368021,0.0007082029883106317,0.00017840518365263512
ENSG00000225950,NTF4,0.7975629121403559,0.013563431246450175,0.0034426644984623823
ENSG00000130829,DUSP9,0.7967277127095589,0.0068732578318119,0.0017536014102708395
ENSG00000149516,MS4A3,0.7964378946243698,0.15628429879271216,0.039944810655202466
ENSG00000183114,FAM43B,0.7963541307962841,0.008548409504051578,0.0021860227961914293
ENSG00000073111,MCM2,0.7957551688813767,0.05374685772586966,0.013795094658082378
ENSG00000163017,ACTG2,0.7937312405358832,0.167329337211624,0.04348425896061754
ENSG00000153495,TEX29,0.793402849434519,0.005191836203259989,0.0013519217463873552
ENSG00000118402,ELOVL4,0.7932180176278998,0.02405344934188328,0.006270432374538853
ENSG00000133985,TTC9,0.7929538685433798,0.07924069768641062,0.02069033339862864
ENSG00000112984,KIF20A,0.7925410507484487,0.02043721594108825,0.005349733418554436
ENSG00000110104,CCDC86,0.7923558101711528,0.058448293082023615,0.015316917359732974
ENSG00000174137,FAM53A,0.7920100819993448,0.020459584626045167,0.005372895402993268
ENSG00000111641,NOP2,0.7909199525644588,0.036472402292534956,0.009641496053660208
ENSG00000163703,CRELD1,0.7904351214301247,0.021715405982213543,0.005757318082633325
ENSG00000133048,CHI3L1,0.7902712884635367,0.13374265657433798,0.03549372911590197
ENSG00000133067,LGR6,0.7898939767986735,0.03799044352433179,0.010105180243178864
ENSG00000137804,NUSAP1,0.7897495576461353,0.031149119078230973,0.008292649235095543
ENSG00000129195,PIMREG,0.7896856570532361,0.013932853712102188,0.0037106903837771095
ENSG00000101276,SLC52A3,0.7894761669826738,0.022975011996038804,0.006126578345627614
ENSG00000154319,FAM167A,0.7888018750150075,0.029110213431082325,0.007794127637488891
ENSG00000087510,TFAP2C,0.7886306824317032,0.05921204971651506,0.015870052762604402
ENSG00000186847,KRT14,0.788431002666896,0.4640197232866587,0.1245158894899767
ENSG00000177084,POLE,0.7870809926368292,0.04932183879607214,0.01334240955635882
ENSG00000146197,SCUBE3,0.7862286260281023,0.024375734465797,0.006627632314345821
ENSG00000179041,RRS1,0.7856714265651613,0.08849154445366321,0.024140201415643867
ENSG00000166896,ATP23,0.784607663335303,0.04411386326293948,0.012110241247351765
ENSG00000159259,CHAF1B,0.7842152600903747,0.031227044541880272,0.00859243632142453
ENSG00000108244,KRT23,0.7841937768839867,0.141815997263461,0.03902705638454213
ENSG00000115596,WNT6,0.7840099310388486,0.010091406190706677,0.002780122333600543
ENSG00000134690,CDCA8,0.7838707248762384,0.0464518854855215,0.012807739872799621
ENSG00000084636,COL16A1,0.7836766765151237,0.09274079651182757,0.025599839736567685
ENSG00000132000,PODNL1,0.7833856247260352,0.01274602053853193,0.0035244089105525545
ENSG00000135925,WNT10A,0.783332356549672,0.07258016108703472,0.020075479242603986
ENSG00000049089,COL9A2,0.7825643126800408,0.06345336252377198,0.017630532429811885
ENSG00000175063,UBE2C,0.7823566394547249,0.08936422271684603,0.02486018366018652
ENSG00000255587,RAB44,0.7822212521056574,0.07056496054713592,0.019646038396171305
ENSG00000183963,SMTN,0.7821871853949339,0.17000349549500654,0.04734025376262176
ENSG00000105011,ASF1B,0.7819715084803492,0.04627473794223857,0.012902274826637071
ENSG00000092295,TGM1,0.7817691045056216,0.025505523471996056,0.007119868507551846
ENSG00000167100,SAMD14,0.7817199364738993,0.010958895478647816,0.003060058071494527
ENSG00000198901,PRC1,0.7815640424572504,0.0326183756534579,0.00911636888635637
ENSG00000111665,CDCA3,0.7813559366375659,0.03969010191151386,0.01110634059369517
ENSG00000125885,MCM8,0.7810377016996126,0.022648486685618335,0.006349456225886531
ENSG00000124159,MATN4,0.7809779956089072,0.030691515463630293,0.008607306828668681
ENSG00000154920,EME1,0.7805431625831261,0.00876725457532923,0.0024649936789696313
ENSG00000090097,PCBP4,0.7804370946505464,0.037929497182879905,0.010670828766341494
ENSG00000142178,SIK1,0.7799951118671541,0.06341977748018815,0.01788813908915258
ENSG00000169607,CKAP2L,0.7799018332718297,0.02801387918883122,0.007905871212713439
ENSG00000276644,DACH1,0.7790077155623494,0.38975313612604295,0.11056685857989954
ENSG00000136982,DSCC1,0.7789087910849678,0.02045170641205015,0.005805163000814343
ENSG00000001460,STPG1,0.7786521450951774,0.02728763824992573,0.007757071280271815
ENSG00000092067,CEBPE,0.7786277194001202,0.09291660001304272,0.026417194171203185
ENSG00000242550,SERPINB10,0.778114324134074,0.026285417441421304,0.007495502182019738
ENSG00000006118,TMEM132A,0.7779813552798216,0.036563746656469526,0.010434483324656955
ENSG00000207732,MIR218-1,0.7777869957644482,0.00017033281342713317,4.8663922639045884e-05
ENSG00000112077,RHAG,0.7776524826005465,0.030251003930245896,0.008649410595640476
ENSG00000113396,SLC27A6,0.7772291014635961,0.02061978647860809,0.005910082822192764
ENSG00000134115,CNTN6,0.776715447988874,0.0024781185573563244,0.0007123916401334285
ENSG00000182747,SLC35D3,0.7767116529511774,0.0014433595304309068,0.000414935661802592
ENSG00000157456,CCNB2,0.7766576174099671,0.05474120202655205,0.015741853568918048
ENSG00000019549,SNAI2,0.7764352390274932,0.08458362888819176,0.024354792034247445
ENSG00000184144,CNTN2,0.7761404736251964,0.004718617607444605,0.0013609746413720152
ENSG00000092203,TOX4,0.7760165818078057,0.057299692098446986,0.016538539508617136
ENSG00000008196,TFAP2B,0.7759209919611726,0.044754699853776975,0.012924755035898853
ENSG00000147536,GINS4,0.7759203308115273,0.03126588238310477,0.009029340130789274
ENSG00000198355,PIM3,0.7757487836662919,0.280517549904083,0.08109120258189552
ENSG00000198826,ARHGAP11A,0.7752771833090396,0.02554171717462636,0.007403554174143576
ENSG00000176842,IRX5,0.77508072860047,0.048173502100973015,0.013979381235396141
ENSG00000122756,CNTFR,0.7749669113536964,0.04203450280162593,0.012205881124186994
ENSG00000121957,GPSM2,0.7747220868176247,0.1178299366056049,0.03426323152597948
ENSG00000021300,PLEKHB1,0.7744788440502127,0.10959180880981365,0.03191213239107517
ENSG00000166448,TMEM130,0.7743075927925315,0.007549983151492944,0.002200642080353248
ENSG00000100146,SOX10,0.7740571701603152,0.031207454874319213,0.009109276340580365
ENSG00000155966,AFF2,0.773930280550474,0.12145701429867868,0.035478329040374894
ENSG00000161888,SPC24,0.7736117359155991,0.03991650161151804,0.01168108896054759
ENSG00000165643,SOHLH1,0.773575913460374,0.00027520798752302556,8.055281466115844e-05
ENSG00000106992,AK1,0.7734982609066152,0.06494964832233881,0.019019058014778874
ENSG00000079931,MOXD1,0.7734198257359862,0.05985347894008815,0.017534605704796126
ENSG00000164047,CAMP,0.7734120951273795,0.4485040368292724,0.13139901828832914
ENSG00000160606,TLCD1,0.7731394161726547,0.03466879296911055,0.01017278701491712
ENSG00000127418,FGFRL1,0.773045757085759,0.03866632736674277,0.011351833928790045
ENSG00000134627,PIWIL4,0.7727808443763757,0.09409792775603551,0.02766741935472437
ENSG00000121578,B4GALT4,0.7723643787494058,0.10187697331966147,0.030025760833638396
ENSG00000164251,F2RL1,0.77216514855975,0.10324881402905159,0.030464568686591927
ENSG00000170312,CDK1,0.7721613087184774,0.06643773772167895,0.01960352978490302
ENSG00000166845,C18orf54,0.7716000818212093,0.0197863752994678,0.005856928486563397
ENSG00000078725,BRINP1,0.7713695825067151,0.019337203638740953,0.005731458747324309
ENSG00000173157,ADAMTS20,0.7713373414775041,0.002460668860911434,0.0007294643383940721
ENSG00000204590,GNL1,0.7712283220005235,0.07536145941421507,0.02235468671840053
ENSG00000147145,LPAR4,0.7709020035506893,0.0174354237502811,0.0051814895149270195
ENSG00000145040,UCN2,0.7708225456831184,0.0016514335110590843,0.0004909967023638389
ENSG00000135116,HRK,0.770744586963852,0.006357026525258826,0.0018908763893768507
ENSG00000180089,TMEM86B,0.7706650038159742,0.011627945140703158,0.0034602515246793227
ENSG00000145386,CCNA2,0.7706204358149867,0.05348144907673795,0.01591905808756721
ENSG00000149503,INCENP,0.7705496479050735,0.03489934053078444,0.010392147987400957
ENSG00000115226,FNDC4,0.7705487098163161,0.06667967184196284,0.019855638635499367
ENSG00000251821,RNU6-583P,0.7694801362386963,0.0001308400855939168,3.919690357838016e-05
ENSG00000287363,CIMIP3,0.7694182126480106,0.003022789980090325,0.0009058796697833973
ENSG00000242110,AMACR,0.7690679494758901,0.015439463222682859,0.004636088272090335
ENSG00000007968,E2F2,0.7689875903389931,0.04304632677426992,0.012931594475790547
ENSG00000107130,NCS1,0.768960052892036,0.08105334341667728,0.024353098844969546
ENSG00000188910,GJB3,0.7689280046671442,0.0965605891551718,0.029017603561285757
ENSG00000174059,CD34,0.7687284853019205,0.28041468319467644,0.08436259325104119
ENSG00000187492,CDHR4,0.768713459237611,0.0014099256280384772,0.00042421115088146365
ENSG00000201754,SNORD52,0.768382083376404,0.002785829226509904,0.0008397488378151872
ENSG00000186638,KIF24,0.7683683648970692,0.01857993703467275,0.005601091080874046
ENSG00000089685,BIRC5,0.7683011287063123,0.07150039981492223,0.02156258960866052
ENSG00000198467,TPM2,0.7682375347845443,0.6066666113878479,0.18301963006609298
ENSG00000112559,MDFI,0.767898713947648,0.05653366240068358,0.017087586565931834
ENSG00000124440,HIF3A,0.767074314314005,0.2456711390800223,0.07459918479299925
ENSG00000106302,HYAL4,0.7670454602626029,0.0011143046526526476,0.0003384184392370538
ENSG00000143126,CELSR2,0.7668365278323127,0.04111942641738393,0.012502727620609003
ENSG00000266074,BAHCC1,0.7668038283837212,0.05640325020069107,0.01715304687672253
ENSG00000171150,SOCS5,0.7666334365983846,0.055795264117233,0.016984321866912382
ENSG00000067798,NAV3,0.7665682452087861,0.18130588051567842,0.05521041356365316
ENSG00000182557,SPNS3,0.7665513823139345,0.07586582437001342,0.02310448097468848
ENSG00000140263,SORD,0.7664717616928275,0.06474679025569446,0.01972702012016971
ENSG00000278195,SSTR3,0.766167662379694,0.002645002802764632,0.0008072478371923346
ENSG00000131747,TOP2A,0.7658794986755987,0.10933236891812737,0.03342164017493617
ENSG00000101412,E2F1,0.7657999853916415,0.021201346827834654,0.0064838806888412185
ENSG00000155511,GRIA1,0.7656706337096802,0.011333659147747064,0.003468605231696869
ENSG00000202379,SNORA70,0.7656486608296224,6.667636851885189e-05,2.0408441956235177e-05
ENSG00000205133,TRIQK,0.7656291091805747,0.11637078383598491,0.03562289357334501
ENSG00000205002,AARD,0.7656141967256769,0.016390059126987128,0.005017667110434984
ENSG00000170613,GARIN3,0.7654843501554308,0.0015577382738257138,0.00047723249142822864
ENSG00000183117,CSMD1,0.7650241658295578,0.07988848069241215,0.024537607084546734
ENSG00000101446,SPINT3,0.7648253730198394,0.0003506533424011423,0.0001078216961774306
ENSG00000162063,CCNF,0.7647114753616432,0.024785618059607172,0.007626106961108248
ENSG00000196460,RFX8,0.7645637726773565,0.04283106032532872,0.013189198358054243
ENSG00000162892,IL24,0.7644129155303194,0.015158007233095589,0.004671599155199881
ENSG00000182508,LHFPL1,0.7643826759858636,0.0016327353748343911,0.0005032829130324399
ENSG00000270806,C17orf50,0.7643763653692552,0.02261978873342129,0.006972686594480968
ENSG00000156509,FBXO43,0.7640772119490957,0.007230435467711569,0.0022325289482371087
ENSG00000112214,FHL5,0.763814738754561,0.07044219880142054,0.021781995400802043
ENSG00000121577,POPDC2,0.7637830463908347,0.01387175565044108,0.0042901500320565895
ENSG00000085999,RAD54L,0.7635153094491123,0.01976271058390931,0.006121132659742742
ENSG00000197993,KEL,0.763382939595711,0.021932353027325623,0.0067981200939901815
ENSG00000185800,DMWD,0.7632698505450575,0.04259190696099228,0.013209991843967777
ENSG00000186049,KRT73,0.7629525432058226,0.0019414756116974993,0.0006032116417713511
ENSG00000185860,CCDC190,0.7629082279360945,0.004130658066107536,0.0012836996703167506
ENSG00000176076,KCNE5,0.7628603525184259,0.02006323200627642,0.006236774200681124
ENSG00000148331,ASB6,0.762792292516927,0.020244310493532123,0.0062954313105355745
ENSG00000144407,PTH2R,0.762705157961616,0.02772313495632242,0.008625294927663783
ENSG00000050767,COL23A1,0.762281380791954,0.06488810818055991,0.020235456182439434
ENSG00000051180,RAD51,0.7620715521556968,0.02723486323032918,0.008503071289453152
ENSG00000107566,ERLIN1,0.7619416173609989,0.12128464301793551,0.037893751040663726
ENSG00000239306,RBM14,0.7618188822146422,0.036307545574524244,0.011351479978867858
ENSG00000140534,TICRR,0.7617538473093262,0.017417596860364457,0.00544752803777298
ENSG00000173612,GPRC6A,0.7616025353399584,0.0005991212840932459,0.00018753744705949982
ENSG00000252882,RNU6-1137P,0.7610627233546587,1.3409635188467452e-07,4.2099837692968206e-08
ENSG00000102312,PORCN,0.7609673285216703,0.011822985660699828,0.003713799188747413
ENSG00000127220,ABHD8,0.7608534999544342,0.05518286035613671,0.017344716055671186
ENSG00000005189,REXO5,0.7606592316812942,0.0494122542368592,0.015547522991693853
ENSG00000175455,CCDC14,0.7606444312258004,0.17164973371055142,0.05401383084606138
ENSG00000101003,GINS1,0.7606315214999411,0.035259572189388196,0.011096082543218
ENSG00000181938,GINS3,0.7606236630815526,0.012045788618704287,0.003790937483008857
ENSG00000276023,DUSP14,0.7604973868851305,0.09803533566989335,0.030874161404685206
ENSG00000138640,FAM13A,0.7603399516016033,0.16919165366640015,0.053329408537433384
ENSG00000212153,RNU1-82P,0.7603305251131087,2.551143944318051e-05,8.041651746187909e-06
ENSG00000187608,ISG15,0.7601168725289128,0.21714696826731034,0.0685287957041711
ENSG00000207870,MIR221,0.7598733944522289,0.000994225424505567,0.0003141838865248263
ENSG00000147689,FAM83A,0.7598627827439447,0.01385141157149965,0.004377421167854606
ENSG00000189023,MAGEB16,0.759803941352066,0.0020560648370037747,0.000649981716722995
ENSG00000123473,STIL,0.7597297509125286,0.05359132993006545,0.016948661251924842
ENSG00000205639,MFSD2B,0.7597103657746279,0.017816711729705562,0.00563526751443573
ENSG00000111696,NT5DC3,0.7596439050508452,0.09949555370717275,0.031481017085576796
ENSG00000168884,TNIP2,0.75933017976167,0.06251602580998514,0.01981446424061045
ENSG00000131409,LRRC4B,0.7593106606924693,0.005340761512436057,0.0016929360094259925
ENSG00000198795,ZNF521,0.759196819428507,0.20768873747381972,0.0658750238050532
ENSG00000115163,CENPA,0.759121644694511,0.039434953235793976,0.012513181179031671
ENSG00000174307,PHLDA3,0.7590086633648515,0.10596190545594456,0.03364375462465616
ENSG00000123496,IL13RA2,0.7589791456906279,0.006104683591739489,0.001938598791447171
ENSG00000163273,NPPC,0.7587387106992068,0.012183852480312455,0.0038741821349038527
ENSG00000100271,TTLL1,0.7586786141936281,0.03623683160470863,0.011526254011225647
ENSG00000137807,KIF23,0.758442541195793,0.02940730113450311,0.00936597375081424
ENSG00000182732,RGS6,0.7583120571112314,0.10415757487737451,0.03319692700692874
ENSG00000033050,ABCF2,0.7582252252111855,0.03674217160579622,0.011715951896442268
ENSG00000160767,ENTREP3,0.7580993289867362,0.07648278983751564,0.02440476791793226
ENSG00000207971,MIR125B1,0.7580399807541846,0.0007985337425711581,0.00025488528920165925
ENSG00000165731,RET,0.7579689578112899,0.007436635201398897,0.0023746309787793973
ENSG00000144771,LRTM1,0.7578626250943854,0.005730195620453096,0.0018307995133806229
ENSG00000146263,MMS22L,0.7577263522904065,0.08598389308697943,0.02749228842244392
ENSG00000134222,PSRC1,0.7574244261395293,0.013510660612475908,0.004326974597333176
ENSG00000105649,RAB3A,0.7572399185261646,0.044436083308016135,0.014245560674122606
ENSG00000100479,POLE2,0.7572216629413214,0.04086556138338114,0.013102204441812763
ENSG00000224940,PRRT4,0.7572093753695138,0.010088978479496774,0.003234916875831349
ENSG00000111404,RERGL,0.7570041158289702,0.061210951053358886,0.019648518232787324
ENSG00000134775,FHOD3,0.7568478805566377,0.04639604382299316,0.014905632530873798
ENSG00000071967,CYBRD1,0.7567632019823322,0.2688733392499604,0.08642054732598553
ENSG00000164764,SBSPON,0.7565832927131517,0.03443143154048304,0.011077677465889437
ENSG00000234465,PINLYP,0.756570351689369,0.023513765567840572,0.007565651587928177
ENSG00000254341,SNORD87,0.7565131934061159,0.0012190808139712623,0.0003923660511950774
ENSG00000109674,NEIL3,0.7563826073622747,0.03175269630767712,0.010226979055837606
ENSG00000178776,C5orf46,0.7563630118354633,0.0289855720660021,0.009336730336997385
ENSG00000136541,ERMN,0.7562540255752979,0.010287186560614194,0.003315632350384027
ENSG00000143882,ATP6V1C2,0.7561089401117088,0.00860442646207636,0.0027754501742257138
ENSG00000007341,ST7L,0.7556313169796499,0.06508300995734403,0.02104763139496086
ENSG00000122966,CIT,0.7554887838419786,0.06399318483143115,0.020711163135191016
ENSG00000145365,TIFA,0.7553925152385114,0.12189032729717993,0.03946992560219341
ENSG00000101280,ANGPT4,0.7553561120592398,0.018158017253309934,0.0058809982036615305
ENSG00000167513,CDT1,0.755216107788283,0.04652764843591335,0.015080741475384596
ENSG00000137766,UNC13C,0.7551207282533856,0.011614135914122626,0.003766366142795388
ENSG00000207297,SNORD7,0.7550198323135923,8.83182333619131e-05,2.8656486482572703e-05
ENSG00000261857,MIA,0.7549804753078386,0.038824567728783926,0.012600030652986741
ENSG00000171790,SLFNL1,0.7549681395915961,0.009534881060441936,0.003094633432182718
ENSG00000172183,ISG20,0.7547815459956154,0.4768928812996073,0.15493613443308207
ENSG00000207201,RNU1-148P,0.7546452456492451,3.919084268961548e-05,1.2741960061826182e-05
ENSG00000121621,KIF18A,0.7546075503870031,0.03698778036568094,0.012028135717734374
ENSG00000160117,ANKLE1,0.754605887078599,0.010231347209332787,0.0033271836536355524
ENSG00000104369,JPH1,0.7543849996749439,0.03840240459331985,0.012503173605964361
ENSG00000161800,RACGAP1,0.754361460288166,0.05255862848905768,0.017114374780462863
ENSG00000160746,ANO10,0.754334571187544,0.16788100922558044,0.05467409515109749
ENSG00000170037,CNTROB,0.7542591169709764,0.03972744620349919,0.01294337382323161
ENSG00000112319,EYA4,0.7542028841795415,0.059849919584765085,0.019505278917124405
ENSG00000206557,TRIM71,0.7540873168206402,0.006045542209350401,0.0019714898696924217
ENSG00000113810,SMC4,0.754020013742842,0.17722873962446895,0.05781640028465909
ENSG00000120251,GRIA2,0.7539256319179163,0.020677859760362367,0.006749062584431543
ENSG00000273767,ENSG00000273767,0.7537646271494202,2.7721925747132338e-05,9.056034837156227e-06
ENSG00000163012,ZSWIM2,0.7536182373692336,0.0011241675205556705,0.00036752610469412155
ENSG00000109265,CRACD,0.7534695171632393,0.15592089832560524,0.0510163363917814
ENSG00000160471,COX6B2,0.7533269828570174,0.023557936035467762,0.007713924088436885
ENSG00000142731,PLK4,0.7532439237039213,0.02411461077750469,0.00789973413606073
ENSG00000198554,WDHD1,0.7532383533598473,0.04342287193677139,0.014225376779032938
ENSG00000164663,USP49,0.7529628867303797,0.006699578372412501,0.002198042599989398
ENSG00000171346,KRT15,0.7528975250880671,0.28646728599293475,0.09401913672365798
ENSG00000155886,SLC24A2,0.7526599572657998,0.0038818999794901256,0.0012756747553103907
ENSG00000222477,RNU2-23P,0.7526095613239661,0.0002863292173592963,9.41193340191838e-05
ENSG00000204613,TRIM10,0.7522646599946851,0.04704113959486682,0.015491559462402707
ENSG00000088888,MAVS,0.7522044729263034,0.06714362253047886,0.02211883860494861
ENSG00000112212,TSPO2,0.7519925587614937,0.029057760109401354,0.009583260697052504
ENSG00000198673,TAFA2,0.7519553728139985,0.3004693843302972,0.09911468035411118
ENSG00000133392,MYH11,0.7517505655083195,0.4203568409815371,0.13881379389161358
ENSG00000128422,KRT17,0.7517245003507907,0.3758791917430693,0.1241433451938884
ENSG00000196844,PATE2,0.751634822423487,0.0004111944316955142,0.00013587233454304966
ENSG00000174776,WDR49,0.7516052925373948,0.04507566552924781,0.01489685725205651
ENSG00000286190,ENSG00000286190,0.7515278305902479,0.023653475541720013,0.007820376229201948
ENSG00000134489,HRH4,0.7513802977118762,0.002520826332064052,0.0008341010459102453
ENSG00000205560,CPT1B,0.7513369265842987,0.0023447656091532083,0.0007760255115666243
ENSG00000128917,DLL4,0.7512642038628513,0.08962307266695309,0.029673271024293017
ENSG00000240053,LY6G5B,0.7512283009604676,0.015691758053103015,0.0051963767962372445
ENSG00000167280,ENGASE,0.7510841775275823,0.04574483286577469,0.015160235080613767
ENSG00000284485,MIR205,0.7510800444435864,0.00043539303538830634,0.00014429622490997964
ENSG00000141052,MYOCD,0.7509370816111384,0.07620967141889326,0.02527642280272265
ENSG00000166743,ACSM1,0.7509038695542126,0.11207186889387857,0.03717742044646271
ENSG00000108231,LGI1,0.7508633007498803,0.0024753459886975543,0.0008213206431986231
ENSG00000107796,ACTA2,0.7508405620326857,0.723426834239949,0.24006244806717386
ENSG00000040731,CDH10,0.7508215829225667,0.0036612658152360656,0.0012150801749585935
ENSG00000179673,RPRML,0.7507502196208906,0.0027921294382171097,0.0009269896046345359
ENSG00000119915,ELOVL3,0.7504921142512017,0.012500601533175332,0.004155937950450983
ENSG00000014138,POLA2,0.7504764990138664,0.035747648691429545,0.01188561995642593
ENSG00000108759,KRT32,0.750448294244219,0.003784505585380743,0.0012584875354073343
ENSG00000204021,LIPK,0.7503973402323184,0.0021396302740923833,0.0007116994939875072
ENSG00000197587,DMBX1,0.7503861478623467,0.001963957692009806,0.0006533050301294636
ENSG00000198739,LRRTM3,0.7502697374438808,0.006636126701904275,0.0022088611347544688
ENSG00000131435,PDLIM4,0.7500793067378814,0.16563340517275865,0.05518778491326516
ENSG00000133119,RFC3,0.7499973449169937,0.0634808757279095,0.021160591549465042
ENSG00000178125,PPP1R42,0.7498451544623855,0.021208303280416653,0.007075273874419152
ENSG00000119681,LTBP2,0.7498297768094577,0.17493775802038541,0.05836553751523525
ENSG00000143797,MBOAT2,0.7496840137867523,0.24187271431884128,0.08076016816335338
ENSG00000138311,ZNF365,0.7494045872680445,0.01036860156665958,0.0034671845264818207
ENSG00000102385,DRP2,0.7493075995867069,0.003334538978597575,0.0011156213833643158
ENSG00000087842,PIR,0.7492952729759808,0.10663694381646587,0.035679373478497506
ENSG00000223953,C1QTNF5,0.7492745202206748,0.0007227002204780637,0.00024183307269359726
ENSG00000118298,CA14,0.7492012167193961,0.007518916763716026,0.0025169942785002097
ENSG00000185414,MRPL30,0.7491823065143551,0.07043812375180526,0.023581880644088178
ENSG00000176571,CNBD1,0.7491157479130125,0.01127502723038645,0.0037760877165332195
ENSG00000178233,TMEM151B,0.7490940444630867,0.0007047162771006609,0.00023604180569222313
ENSG00000172159,FRMD3,0.7490939982547947,0.14944516643153946,0.05005605341498187
ENSG00000185739,SRL,0.7490386797019664,0.012172879454614906,0.004078456804092522
ENSG00000004939,SLC4A1,0.7489329175241203,0.05108484622131432,0.017125329918618894
ENSG00000200296,RNU1-83P,0.7488644296259029,0.0007387574695214714,0.00024774614888449216
ENSG00000105048,TNNT1,0.7487292203046365,0.023129482447955676,0.007762169461321956
ENSG00000178971,CTC1,0.7486287456115304,0.043927341675213886,0.014749728812282654
ENSG00000179869,ABCA13,0.7484164491240825,0.17248291354381173,0.05798090609254051
ENSG00000085382,HACE1,0.7484051154715466,0.04602493034392939,0.015472418341254995
ENSG00000196547,MAN2A2,0.7482306678750472,0.07874536853186657,0.026496733820742243
ENSG00000102384,CENPI,0.7482104379507268,0.024772405513031944,0.008336469018150851
ENSG00000131914,LIN28A,0.7481686502261136,0.005646111100731332,0.0019004642590153618
ENSG00000136122,BORA,0.7479948439127498,0.016128644618490853,0.005433863131057463
ENSG00000170779,CDCA4,0.7478282396591248,0.03704039857650228,0.01249022438230179
ENSG00000258484,SPESP1,0.7478224874094432,0.01697788588203014,0.005725210331141785
ENSG00000131069,ACSS2,0.7478176888875003,0.16119401305379139,0.05435854133094582
ENSG00000158050,DUSP2,0.7477910788038198,0.35294615533516116,0.11903882193916022
ENSG00000178460,MCMDC2,0.7477416738980326,0.00570518843155704,0.0019247038570664773
ENSG00000101464,PIGU,0.747715660530455,0.05071205374498877,0.01711059117462133
ENSG00000185052,SLC24A3,0.7476844658718761,0.10536288004377463,0.03555603007549714
ENSG00000201302,SNORA65,0.7475884037795397,0.0005502600455956025,0.00018578674541089838
ENSG00000132016,BRME1,0.7475577641675653,0.008052623728845496,0.002719284630386658
ENSG00000207392,SNORA20,0.7473521881085642,0.004108032965399912,0.0013887502524250396
ENSG00000102003,SYP,0.7471079927395631,0.019340624878456784,0.006546696722182012
ENSG00000133101,CCNA1,0.7471069334955933,0.005724602866436076,0.0019377579145723116
ENSG00000265817,FSBP,0.7470811503574531,0.00917367869261793,0.0031056817064881574
ENSG00000035499,DEPDC1B,0.7470478824278299,0.045965895624951326,0.015564157141635499
ENSG00000170965,PLAC1,0.7469839682908058,0.005193471382076676,0.001759116093073558
ENSG00000167741,GGT6,0.7468562517409728,0.06093729107772368,0.020654435490373862
