,AHR,AR,ARID2,ARID3A,ARNT,ASCL1,ATF1,ATF2,ATF3,ATF4,ATF6,ATF7,BACH1,BACH2,BATF,BCL11A,BCL6,BHLHE22,BHLHE40,BMAL1,CDX2,CEBPA,CEBPB,CEBPD,CEBPE,CEBPG,CLOCK,CREB1,CREB3,CREB3L1,CREM,CTCF,CTCFL,CUX1,DEAF1,DUX4,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,E2F7,EBF1,EGR1,EHF,ELF1,ELF3,ELF5,ELK1,ELK4,EOMES,EPAS1,ERG,ESR1,ESR2,ESRRA,ETS1,ETS2,ETV1,ETV4,ETV6,FLI1,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXJ2,FOXK1,FOXK2,FOXL2,FOXM1,FOXO1,FOXO3,FOXO4,FOXP1,FOXP2,GABPA,GATA1,GATA2,GATA3,GATA4,GATA6,GFI1B,GLI1,GLI2,GRHL2,HBP1,HES1,HHEX,HIC1,HIF1A,HINFP,HMBOX1,HNF1A,HNF1B,HNF4A,HNF4G,HOXA9,HOXB13,HOXB7,HSF1,IKZF1,IRF1,IRF2,IRF3,IRF4,IRF8,IRF9,JUN,JUNB,JUND,KDM5B,KLF1,KLF13,KLF3,KLF4,KLF5,KLF6,KLF9,KMT2A,KMT2B,LEF1,LHX2,LYL1,MAF,MAFB,MAFF,MAFG,MAFK,MAX,MAZ,MBD1,MBD2,MEF2A,MEF2B,MEF2C,MEIS1,MEIS2,MITF,MNT,MXI1,MYB,MYBL2,MYC,MYCN,MYOD1,NANOG,NCOA1,NCOA2,NCOA3,NEUROD1,NFATC1,NFATC2,NFE2,NFE2L1,NFE2L2,NFIC,NFKB1,NFKB2,NFYA,NFYB,NR1H2,NR1H3,NR1H4,NR2C2,NR2F1,NR2F2,NR2F6,NR3C1,NR4A1,NR5A1,NR5A2,NRF1,ONECUT1,OTX2,PAX5,PAX6,PAX8,PBX2,PBX3,PDX1,PGR,PKNOX1,POU2F1,POU2F2,POU4F2,POU5F1,PPARA,PPARG,PRDM1,PRDM14,PROX1,RARA,RARB,RARG,RBPJ,REL,RELA,RELB,REST,RFX1,RFX2,RFX5,RUNX1,RUNX2,RUNX3,RXRA,RXRB,RXRG,SATB1,SIX2,SIX5,SMAD1,SMAD3,SMAD4,SMAD5,SNAI1,SNAI2,SNAPC4,SOX10,SOX11,SOX13,SOX2,SOX6,SOX9,SP1,SP2,SP3,SP4,SPI1,SPIB,SREBF1,SREBF2,SRF,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,TAL1,TBP,TBX21,TCF12,TCF3,TCF4,TCF7,TCF7L1,TCF7L2,TEAD1,TEAD2,TEAD4,TFAP2A,TFAP2C,TFAP4,TFDP1,TGIF2,THAP1,THAP11,TP53,TP63,TP73,TWIST1,USF1,USF2,VDR,WT1,XBP1,YBX1,YY1,ZBED1,ZBTB11,ZBTB33,ZBTB7A,ZC3H8,ZEB1,ZEB2,ZFX,ZHX1,ZHX2,ZKSCAN1,ZNF143,ZNF197,ZNF217,ZNF24,ZNF263,ZNF274,ZNF384,ZNF584,ZNF592,ZNF639,ZNF644,ZNF740
B cell,-0.18862332366533732,0.7247061031204918,0.6716355663559405,1.6302504695567486,0.2512436937424608,-1.2455603387955854,2.095425428439985,1.9441983533485945,1.6469981879305362,1.5859873667633835,3.6873522004025223,0.2840157261448511,1.0196167074240767,2.13136760296391,3.714484042012854,1.783629452989093,0.20119956507137654,0.6536044201092278,3.631314456388727,-0.716477082654402,-0.7780753262315055,-1.6851906607015739,-0.8577496115171089,0.7884456479967976,-0.40197314311575877,0.12165505774118983,-1.3550980966689974,0.6085340936961231,2.9339876522163544,1.7492481898978667,1.7850997963188726,-1.9090651130320238,1.7310205151532174,1.8802283662158845,-0.7325121296903396,-0.7132751827338613,0.5956528790420105,0.1471936824808553,-0.7405246000762257,6.917369878864753,1.5459843995014573,1.3725511584939767,2.2536198908638245,0.8698828662564635,3.5628398600907243,-0.4091693168219189,2.004058678636595,-1.559335538603014,3.369838196096743,4.5170787801529135,4.912474623232293,-0.6204555244252408,-0.6107052558190027,0.02545773881944419,-2.6965888306196204,0.67656110531464,-0.976629266582644,8.403878185788482,-0.21377340342652457,0.12672820610304927,0.79534719750406,0.6333200027455649,1.0018131770957908,-1.3267725749858665,0.30558361305059584,-0.48255329002166164,-3.584334344653897,-1.0476038939339782,0.5082449843160549,1.835664549753383,3.4347908158877325,-0.05623304934115784,-0.5005519156582463,1.2568814244461235,1.6195749189827435,0.2131003286966022,1.1309938368336256,1.9477715865886371,2.6822059529479123,0.4083051354804441,-1.8955894788381442,-2.0966180554688716,-0.7075262965571794,0.12204071443716957,-0.17206372643213425,1.0230603210631792,-0.10406896009197918,-0.9881917202117757,-0.5378329845977504,0.3944875588441303,-0.6506350919448847,0.5833227327892201,0.6201025308125794,0.3823301386106428,1.8191861764276347,-1.4269097695561468,-1.4577639108288525,-2.851643506105023,-0.9291537444596241,-0.020112219410415404,-2.1748741716082947,-0.45259318061419374,4.3357394371491464,2.26494907663797,2.383281214975678,3.7057334822220436,1.6799499646060803,4.304156631072387,1.430583926856139,1.2656090024482087,0.23035024443928093,1.4431083003867273,0.519335077555276,0.6448769260508254,1.9995449595252455,1.0999456630964697,-0.10601042851654045,0.6672158217408962,-0.6436878833698851,1.5431960737010515,-0.34738304273618953,0.24654436121999793,0.5199588402665907,-0.8378124096851272,-0.8249791143498612,5.4139392696150805,0.6535115148904317,-1.237627438054458,-0.7353411443142702,-0.9176539506379713,-1.1355789104639131,0.48967163896932714,1.2036807528119424,0.49802636351808904,-1.751307837810405,2.43395258724495,2.9832107435707025,3.3315692913750428,-0.9311562796814433,-0.3073597101653474,-0.3251087006793121,0.2396933860236796,0.702170107708828,0.9349888053395397,0.5797818507207361,17.29552039254378,-0.4176530098334716,-1.3896055924790947,-0.44225836471711966,0.23833488239210643,0.48369821403089036,1.307713553397772,1.2668735931454012,2.343932401098176,-1.4098770148524264,0.5855899315240531,-0.7855061461632206,1.5546762937322534,-0.6094057043315412,3.9729464628816853,1.3734926676996457,7.320079886425464,7.762778524046043,1.4225617889478592,1.346177930478694,-0.6749448451892737,3.3971802826345674,-0.49979172281388157,-0.6229104421935592,-0.03572946792314367,-0.8761122598296984,0.2901043308682191,-1.1554104701107597,-1.1186805101606303,1.7579002841026847,-0.5365564377311781,0.38407416743354694,8.345044348045239,-0.9934505190260914,-0.47159380721441635,1.3504091692276983,-1.3618265016745803,-1.1064837478014213,0.30014977771866536,2.2883757387837296,0.7302800149574094,4.124245008547176,-0.41551274713065117,-0.9525215922020336,-0.5178105835924192,0.8813534401473683,-1.3012236301350837,-2.9588827350827724,-0.02711088702302781,0.9673953528116839,0.1351581804727154,-0.20953025082527602,2.697089082864268,0.5276293579629663,3.284119536537461,1.3271392227424872,0.24725313740740956,-1.3471799733807341,-0.5765132243315841,10.633080719257189,1.2742449452800686,-0.6555795262438885,4.451071437130961,0.7570645857716184,-0.8417569210672498,-0.9295714649522516,-0.49834328692531366,-1.385118640331569,-0.23859437016951318,0.3316629314446228,-0.15446559560967132,0.14840552340778468,0.9761545461954572,0.18011242744267375,-0.21743869209504518,-0.5921470676488195,-1.233170717006679,-1.4132005739808309,0.06623548738548596,-3.7434700515311228,0.6948894521251865,0.0742931676579087,1.4185666198956883,0.5622453705102264,-0.9064580272513295,0.9990767825732388,7.495432358877949,1.993473477452154,-0.22853692310664786,-0.7032661261787162,5.2224795824630075,4.086408950041378,2.2762687306004,1.667642032528329,0.17889257193342128,1.0151252270434044,0.40152193654641444,1.4717043346131216,0.7056857914612763,2.944020990797855,2.717690870029698,0.7070053153038476,1.8383292068327988,0.5688927781373434,1.333442748053392,-0.2574164387298864,0.009051690081248131,-1.7696174399864846,0.5241052764218054,-0.8164028072840634,-0.63829435133785,-3.6195361379810005,-1.0756227020617666,2.527815340685213,2.1302480773147963,1.9455080006397798,1.6584809015948052,0.46551567844067177,-1.8566989176285118,0.5997620972573803,0.49418171646150966,3.1178647268720914,4.2174842956414,4.212446754834132,1.034575169251624,-0.7664948908885969,-1.1407955548360835,1.6319982231652654,5.143968573102789,1.4664134689798622,5.167596247090134,0.4639429616802383,-0.46596710061690244,1.3151189989583376,1.9018996694796917,4.292697671497648,0.910525408419704,1.5302101177939227,2.359846965695848,0.3507548126363712,0.6718613865147621,0.3505611960955226,-0.6383379914225069,-2.725757948061098,0.3281047555845764,1.9482108922308417,-0.4425145414045056,-0.11504654215716824,1.2602405524790792,0.03594538153978071,1.7578824108094617
"CD4-positive, alpha-beta T cell",0.5751484872766104,1.4062019594698474,0.5400466461732342,1.6822430471894552,1.3397786202426332,-0.4271330018785267,2.9356320199682626,3.273716031866753,3.2174937401078876,1.7133349953075414,4.4459476575404695,0.792870738896157,1.2912684260631277,2.374376462205759,4.291351396369484,2.061435888846213,-1.3998829308818193,1.1430029196886575,4.642698235007385,-0.5443598803036396,-1.034566787530149,-0.031223368143862323,-0.18176456948781441,1.7010400039882034,-0.26415677971788204,1.0396115803590356,-0.8702415682370126,0.1758123420770071,4.345829462783726,1.6967331084413833,-1.2731495177514747,-1.6801482950550137,2.5543840831498015,2.398816309608113,-0.8187721231215337,-0.8361104930520297,1.1024408795595722,0.05243076889862767,-0.6264448205837674,7.474443203330116,1.870663853323073,1.1385540742283182,3.549607372718204,0.9209309598374416,6.17662017284157,-0.6400840863927594,3.0430562075830787,-1.5668273729450224,2.2620643280096884,7.275855500863861,5.9748653545556465,-0.04385906812690907,0.6207593716953826,1.0839723366714307,-2.109021511471387,1.9731310444872514,-0.9827362620538671,13.182414695843612,0.08280895321344156,0.4387782437443483,2.909092937009822,1.6113678182876479,2.701515951413649,0.2858900079080118,0.3620868848381495,-0.2691014064763085,-3.8487636032669426,-1.265152978530525,1.0159594060125967,1.6033363291641016,4.734532758408472,0.757473957058548,0.1238758172308489,1.0662529018452624,2.658794111543771,0.5049688287146019,1.9264761283379706,1.7490928694347885,3.833385155941928,0.5243863650448887,-1.812476821457088,-0.9500748317289731,-0.7956894532258629,-0.2692236502961926,2.1190226181429606,3.007578707356765,-0.7770081720094776,-0.7067067087852636,0.44373001405853446,0.5560264000755889,-1.0321717676784221,0.7101957920885965,2.5069107951466427,0.9570492032402684,1.886373976254795,-1.6387023998698222,-1.3835936716952253,-1.5956981665019672,-0.3834388394559954,0.3984947583984425,-1.3081945433126558,-0.6153324831320146,5.309768325551367,2.0327877739404077,3.1509114505018316,3.976159939413465,2.3250934346748253,3.9296896189407686,-0.27820001025330504,1.1878211865507466,1.6846504615868836,1.3511745746126256,0.7291880818425839,0.9981449016622294,5.17338249394516,1.7757425587135336,-0.6496948944036635,1.8856125074630146,0.5600179154820831,3.0541373244547847,1.4228337681425791,0.6280618344916911,0.760452737162044,-1.1822526285840071,-1.158176100181452,6.7594009711523935,3.325155323714282,-1.1996721880157424,-0.29992245640451654,-1.0832255717524737,-1.1964434825701515,1.8323304761693922,1.4865574499666654,0.5039253873694483,-1.4779785951420517,2.2124805799367584,2.183254680400102,2.8621371955438955,-0.5228777963144783,-0.40398786454289926,0.9562515909716017,1.6003757415270308,2.386242551489009,3.8071317682706813,0.6004918325617887,15.939061266140321,1.1448672171420329,-0.6296801097532778,-0.8613402995437482,0.2948910427445178,1.1644921687694887,1.751993291388194,2.1157502125285412,2.8156897449684783,-0.6633369062037018,0.806749350267571,-0.4973639142401379,2.4247366074664534,-0.20768879385195546,5.53095642166878,4.375954099716898,6.648262149654028,7.5799629792996654,2.175499422313358,0.950876727127127,-0.8108593346193808,2.9986156957535046,-0.4266335617522303,-0.7319196432599179,0.12654220001303706,-1.610012796955477,0.24032224697917096,-1.3162984886339693,-0.8112474465393363,1.474541309780377,-0.34913695420516555,-0.6592755514994851,3.5868133227022283,-1.1545524856926273,0.5772661826266111,1.4713934688110144,-0.5772417978689509,-0.9830625032992018,0.2854678918139096,1.3653876616508498,-0.42161438034236876,1.9660594592229144,-0.48756048760152254,-2.2523669557728887,-0.43911237646675444,0.7224986262663116,-0.6610359013304792,-2.003213706420999,0.43803601477784426,2.4102183301260114,0.15162881760385005,-0.20892426680511064,1.35110492629347,2.5978214952607668,3.516015573220982,2.650820499436533,0.34545563960892467,-1.7642647123838653,-0.731544455035508,4.763341408690802,4.181567753434977,-0.4200301121682879,4.8995064085206295,0.7959120242651337,-0.9432358352513545,-1.014783431002997,-0.19497389055331427,-1.4123497811745993,-0.18573582491975626,1.3164681907902505,0.750940778373328,0.34709153628457945,1.1581237571332137,0.17962424370471347,0.12734178378910868,-0.5773534272432865,-1.1465508228031196,-1.74603606415271,-0.44155813110569153,-4.3830776565369645,0.7121311975260075,-0.5773221349893001,3.7047336903724655,0.6674976309007483,-0.698411941809011,0.8396243647177228,7.9169076596266255,1.5662335805157164,-0.28199917950964687,0.17858000933844737,7.23587243473024,6.059780713782992,4.491674316678553,4.63689821546463,2.4617631307127468,2.700200555910739,1.8479219912384024,3.0604768957972115,0.9664908085197967,3.375189588279667,5.5591408571928405,1.1647559321194485,2.3228553147340927,1.1505145428942942,4.292797779402529,-0.4790917920086005,1.7688194707601042,-1.636349311067248,2.301898358061807,-0.6471997797783277,-0.2145545882992196,-3.049202858530626,-0.9915755236264067,3.109386890641323,2.8742798913123924,3.6537903231015325,1.60658073924614,0.9134179396002001,-2.1780048754684365,-0.17439145217617522,0.5199848795859787,4.3019636712729845,5.629938307340123,5.622070201430714,2.291448000034853,-0.7429036493757728,-1.3572688364558936,1.6091519773188643,4.434624902367421,1.844709550162186,5.3881805122932525,2.0828608535926665,-0.5465582150391053,1.8735771028494312,1.9952554589229299,3.8710635724238336,0.9984202608421763,1.7496089654526854,2.8457700743492182,0.584508549867425,0.8303735916615455,0.6843717819475439,-0.8749632014876042,-2.531913012526959,0.0924931851937412,3.2216662445832367,-0.2787436859287699,0.11211960602072624,2.2846418239217754,0.4511425398701011,1.8375900546148014
"CD8-positive, alpha-beta T cell",0.5004060130331837,0.9396073176532133,0.31638217324321166,1.4210920774102687,0.9610614678023052,-0.3662153874311107,2.936333780906848,3.2660785935294525,5.121465603578473,1.6640496501971473,4.153783525181332,0.27220872208456237,1.2932208280005861,1.988022229000344,3.6077163463905397,1.9424256823741424,-1.502361264647422,1.0818935757526842,4.1402880527872785,-0.435183362810723,-1.1212992933936032,-0.2769218391582179,-0.13925371577134132,1.4823598696567464,-0.2803568590686498,0.6515455905551345,-0.7838743328083335,1.03157502010154,3.986227319237117,1.5535870599106991,-0.9516729899064694,-1.580023163472889,2.0831081862504606,2.4495674134983396,-0.7745645736721621,-0.8017491834992715,0.9319092408425984,0.1291929301344585,-0.4864652108599626,7.542736016924466,1.5743960718367245,0.9771139958220417,3.141406204768687,0.7127664108834508,5.207307841254655,-0.4904594856210221,2.6628021045281276,-1.666646173958717,2.375223764100432,6.509480476382706,5.221484871800091,-0.08825371526467163,0.22910994814702904,0.8940779515103795,-2.3179064707435897,2.210915315372769,-1.1254727944464393,12.024689251077335,0.14943900029281798,0.1327662313475263,2.4544435265742277,1.1491301050130216,2.614556951549234,0.4937039924877169,0.3348609645009614,-0.5058230166821444,-4.158194048612676,-1.1993208945916884,0.6486176088324971,1.6287572735079077,4.062275973786055,0.8331546582334964,0.016697662603767045,1.0782882753337613,2.664218554791974,0.6128891207191687,1.2477516738422951,1.5079109687764511,3.4649467878408533,0.3450105165834419,-2.022385311587022,-1.343236295771088,-0.7419974832583768,-0.42392631406279363,1.6572108241058907,3.7266982419408383,-0.32569620032977187,-0.5182676023239579,0.016205732941651094,0.5644084445397082,-0.9613240792854738,0.6426315707400472,2.181639140455478,1.0371263400057673,1.6359347738630279,-1.5186068786340097,-1.112582762900225,-1.980503032000248,-0.46330204716320794,0.24721183999293628,-1.2537517147891852,-0.586732961812045,5.105056331952007,1.9678563785871002,4.335574782198633,3.4276100862443037,3.0547458327709207,3.3071091866253526,-0.517139093496982,1.0348907399930034,2.3234339565414,1.3538494151537548,2.3036406073101205,0.8470389506535645,3.876409295691315,1.4460655980665578,-0.7356633800597986,1.5487288276885989,0.11936479740687803,2.5115842621655378,0.8947044136560409,0.3027807468999323,0.6716015748868589,-1.1087579808295314,-1.1207769498863245,5.967325387120589,2.527529106726687,-1.2593330647356342,-0.45814675814974665,-1.050742734055358,-1.3527845692865845,1.5974210284152137,1.2750382851954525,0.5516904572978857,-1.6862871885374793,1.9030286812695771,2.3513342823736694,2.5731092823055075,-0.6698808124363613,-0.7491954786078565,0.5942260626646572,1.3528142374852097,1.7580233006443025,3.3514532351342785,0.5877154545948267,16.979293509068096,1.480293093589453,-0.581559289924272,-0.8782341323913887,0.36603894842326223,0.8308925069468617,2.896784060632944,1.7116874985177437,2.6856296876487633,-1.3387924210306996,0.7527919112690918,-0.6074184346662682,2.297402039089773,-0.3465940165662559,5.557641910158679,4.587699370476199,5.742227606411583,6.692418983199452,1.863098913960638,0.7495479437810059,-0.7409131409388566,3.2511545974757983,-0.41192973839830677,-0.8583091532092941,0.08145165239635535,-1.4758853169289192,0.3350818107695832,-1.260771546849373,-0.7620982505268362,1.3937004300931746,-0.4443529608666299,-0.672988501565016,2.215045406840951,-1.1743044557088163,0.7405479973073033,1.2832948281832592,-0.6454776270894849,-1.0768362989794042,0.7412606385101439,0.9509770798755482,-0.4842682747347172,1.7035343987981868,-0.6509304617854041,-2.5194475967160175,-0.5812257245456951,0.8165698357059175,-0.90950746324008,-1.984053632096675,0.21085766484720245,2.2282086097329796,0.24221666835234948,-0.03647472295532231,1.0583782830178408,3.910699089721228,3.8379521300904944,2.4585633785951244,0.27833398687694044,-1.7209263149118057,-0.631112676142846,4.0711872772470326,3.4936688745348916,-0.2888903232957009,4.433330533554882,0.6616795524296643,-0.8377399600485314,-0.9052864228737811,-0.20926734488179954,-1.4063558873045503,-0.30463329516123666,1.4909340375734517,0.34787011265173495,0.1569657072630269,0.5822747041578068,0.17939421410116493,0.23460360475478229,-0.503664032877486,-1.13772794613402,-1.7621499489633128,-0.5369627890505503,-4.445213667392348,0.5614331594989699,-0.5653070115116197,3.459356304722447,0.5403892365069046,-1.0242271722927954,0.6121726110480966,7.455830043895248,1.3414099554781653,-0.3160389195167811,0.04225894531509132,6.453044351308989,4.9852973740489475,4.166634252995906,4.238486535664566,2.548371330546154,3.0069116084701606,2.202304537665404,2.8490243711918883,0.4933239086219648,3.2141319606103935,5.251054085444205,0.9121668860034962,1.9910952442886554,0.8135413071388891,4.477116428910405,-0.5853028724646452,1.4142176759324023,-1.6605749923331505,2.2952484660725943,-0.6311837182808405,-0.8341354309759298,-3.4331953624693505,-0.9015497815043553,2.836925024408828,2.681607330261177,3.2246617824781487,1.7190166871202055,0.45447328471634235,-1.9987132448639386,0.0510671396741953,0.15407977318503238,4.132416180219562,5.144766495828054,4.98834672656954,2.6684522347584534,-0.8781237646748125,-1.3055411902534548,1.4883315367923597,4.457052495415192,1.7313276156829327,4.896304309897021,1.4075802555465862,-0.5213469320237446,1.8275797130742533,1.8557304808984245,3.7996639944568504,0.6852394152988834,1.31877699582224,2.352083131996454,0.3261678871330703,0.6722631000477527,0.3666528615070712,-0.7097849247325118,-2.5542519516443405,-0.2148749716502922,2.8687659729273833,-0.4034897581553642,0.08229565303177323,1.724469970495361,0.23569872058457525,1.4961658966338804
T cell,0.26523158353661025,1.3570002049560923,0.6531100850102938,1.4571548782537298,0.7822089257247332,-0.556418696195073,2.3291260252135007,2.7638731141794626,2.469891884318761,1.8335056603205404,3.471008361291342,0.11925509026137927,0.8871934943232219,1.343331399392681,2.91808570591862,1.1151520638796162,-1.047085349027085,0.43120940138394653,3.89310748314878,-0.46608461878498203,-1.0990287675200234,-0.8510997447198497,-0.13021144398278922,1.5726031358936554,-0.10882072213049529,0.16478347175036714,-0.9856637150455686,0.10060164453649147,3.3217920183240808,1.4744628385077625,-0.23635129916199937,-1.7946392195710266,1.6006675853737822,2.095489376796311,-0.7418796741717113,-0.8265751579798843,0.5641027239910854,0.0905080541579529,-0.46477394067086947,7.538334711960917,2.0872135624710717,1.0502415737007664,2.644110941689527,-0.0624588376517788,4.522115047763133,-0.5632468786044856,2.1417265172414752,-1.4069782844372114,2.72439454741523,5.5751745365455,4.7288061054638035,-0.1140447842508709,0.07733361389722275,0.4004320729409332,-1.9852632982875242,1.2319155038996463,-0.9046037133758957,10.243433445236818,-0.07123341711381172,0.05523733818706223,1.9627640139112983,0.9987145470870022,1.5955645292907958,-0.45786016428268655,0.33092048168960764,-0.3812259228699087,-3.8060831086671083,-1.0801808671154465,0.5669323005123147,1.787285579979777,3.555930632424963,0.6505438443285176,0.12646359937537924,0.7798288205470174,1.8658118519865692,0.7620631647452026,0.8474238090433468,1.341263030749741,2.8198826466953735,0.09426374363494044,-1.9712579343967982,-1.4558824890954036,-0.6601461275503706,-0.508128574825362,1.488731180929734,2.2687938460921986,-0.5996314575441384,-0.5315735907710727,-0.07819580715891174,0.5305444653820524,-0.8686107342871116,0.5971583907253858,1.7260018809816187,0.6348455503201479,1.5938722553104345,-1.4390400189279413,-1.2165669105007133,-2.28277343156847,-0.7161458994447665,0.1644760664417485,-1.3557467511417574,-0.533201690945854,4.537519323800116,1.7290209867067232,2.262371985977455,3.311008864060651,1.9050961283248482,2.61999210835123,-0.269112450994084,0.9952849362767187,1.5501542178799388,1.6887104442941927,1.1328704907747058,0.41528050033686836,2.3487084027045744,1.186168458258965,-0.5360993405943115,1.0836696700203914,-0.0467071843258261,2.4873919260367265,0.21454059974683132,0.2350884645050138,0.234911502978128,-0.8971439407505765,-0.97512587848999,4.188314225962766,2.138868368357893,-1.2217678923723592,-0.472233415833074,-1.097383298862082,-1.0691465632914925,1.3945684259390263,0.9254817008183559,0.5601484565826248,-1.6141702274101324,2.007941318316313,1.9291183877833284,2.3824339892080486,-1.0323639927301191,-0.8742651856787063,-0.21183053226403092,0.9617936175393335,0.9945784499092057,2.335834448906871,0.33129425681625513,17.93382373911,0.35959128116677147,-0.81129508898541,-0.7198376076118929,0.3873001072876048,0.5565863571258803,1.3994961095619272,2.0141377560324405,1.8830345557834736,-0.9669592915793579,0.5247607109480332,-0.6937611510083161,1.9403631435511917,-0.3596932755349549,4.019376840164772,2.9345557752285676,5.331437693359575,5.743639034981574,1.5658339094529783,0.43479526800951346,-0.6714663176902183,3.4702025272561885,-0.3892971500410486,-0.6895121922334864,0.10490720616317471,-1.3377149470794725,-0.038535007915863013,-1.1478061563741555,-0.717282433339252,1.543588100036582,-0.21740847528565332,-0.5227426934135818,1.937383357849869,-0.8996073975746701,-0.00949462418914336,0.9570409688113364,-0.6985235281796087,-1.0105914561671614,0.06216041721442746,0.5914574271983706,-0.520123819915369,1.1778239820676655,-0.38081416440602206,-2.21870037468531,-0.5034901563628383,0.8527565263729882,-0.4496201858361485,-2.1332278607633763,0.26117959727081336,1.9769351746882815,0.04572585457621814,-0.11245420056238267,0.7104423599452511,1.9824890546412226,2.805991761364321,1.8250694336872306,0.15904512288923559,-1.3564869355556002,-0.6687582861765902,4.399813002043811,2.260183798365169,-0.4682467879034974,3.329472791837454,0.5926434372901488,-0.8007699313748463,-0.8771060715533754,-0.20668864801568945,-1.2325644950027212,-0.3163441314350526,1.2381513206064332,0.7115411598836752,0.6004490578177857,1.28014810632698,0.19602241452929411,0.0744608359442693,-0.5695577233064854,-1.127774452564709,-1.4797577961806432,-0.19055751481406022,-3.950659804207862,0.46179387637121533,-0.1691141117585483,2.827848532167041,0.43916066555747346,-0.7978057311116141,0.5855073861836941,5.385620176933209,0.8997148986859801,-0.20090056980788068,-0.3681149732619704,5.832564919593189,3.896828907565283,3.0948234547865225,3.2287456738238625,1.6818178213750414,1.799682967136736,1.278889925274805,2.3283964550310237,0.1343666963594196,2.486444749379586,3.3099499125599072,0.4297290740708513,1.221489517109177,0.5905149222808642,3.0386374664933102,-0.41542065793572114,1.0166801549962212,-1.5524616544794096,1.8822112768616281,-0.8355895681229129,-0.21258059827857448,-3.297612993868456,-0.8229188574689321,2.5884763140446614,2.6950747305195164,2.355205775190263,1.5626386025277286,0.5866800244401713,-1.8553252616784164,-0.0018767158918414776,0.22800281191517102,3.4825240048054455,4.15031380356549,4.548486094538587,1.8237593377454264,-0.7107392667429299,-1.3547041295594398,1.575847174726121,5.093890831503951,1.8848751267306396,5.163345291069957,0.9141359015637138,-0.5023074986933567,1.313170398252966,1.5578159458595395,4.303792024798611,0.7596409684100845,0.8340306622161358,1.944873729852714,0.3471280766160587,0.9420280504377022,0.07732584888300485,-0.6876333274948384,-2.4613264123631975,0.017856772848731713,1.8338490278670485,-0.6155189970795745,-0.14140434500136723,0.9966680553702217,0.16904749033933042,1.2766041951195777
