Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Cytoplasmic Translation (GO:0002181),19/93,1.3342206981646338e-44,1.2808518702380482e-42,0,0,5111.0,516340.80262071674,RPL10;RPL32;RPS8;RPL34;RPL11;RPL35A;RPS28;RPS15A;RPS16;RPL18A;RPS18;RPL13;RPS2;RPL37;RPS27A;RPL39;RPS21;RPL28;RPL19
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),19/158,7.337875512245595e-40,3.522180245877885e-38,0,0,2712.0791366906474,244386.41205624765,RPL10;RPL32;RPS8;RPL34;RPL11;RPL35A;RPS28;RPS15A;RPS16;RPL18A;RPS18;RPL13;RPS2;RPL37;RPS27A;RPL39;RPS21;RPL28;RPL19
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),19/183,1.4013459184081847e-38,4.484306938906191e-37,0,0,2295.756097560976,200099.93896061045,RPL10;RPL32;RPS8;RPL34;RPL11;RPL35A;RPS28;RPS15A;RPS16;RPL18A;RPS18;RPL13;RPS2;RPL37;RPS27A;RPL39;RPS21;RPL28;RPL19
GO_Biological_Process_2023,Translation (GO:0006412),19/234,1.854948361675903e-36,4.4518760680221666e-35,0,0,1746.6744186046512,143707.9984605992,RPL10;RPL32;RPS8;RPL34;RPL11;RPL35A;RPS28;RPS15A;RPS16;RPL18A;RPS18;RPL13;RPS2;RPL37;RPS27A;RPL39;RPS21;RPL28;RPL19
GO_Biological_Process_2023,Gene Expression (GO:0010467),19/296,1.889821571000007e-34,3.628457416320014e-33,0,0,1351.4693140794225,104943.4988155755,RPL10;RPL32;RPS8;RPL34;RPL11;RPL35A;RPS28;RPS15A;RPS16;RPL18A;RPS18;RPL13;RPS2;RPL37;RPS27A;RPL39;RPS21;RPL28;RPL19
GO_Biological_Process_2023,Ribonucleoprotein Complex Biogenesis (GO:0022613),6/118,1.3439923659291967e-09,2.1503877854867147e-08,0,0,76.02551020408163,1553.020329685635,RPS28;RPS15A;RPS16;RPS8;RPL11;RPL35A
GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),6/155,6.965822859915329e-09,9.553128493598165e-08,0,0,57.04026845637584,1071.3445876088217,RPS28;RPS15A;RPS16;RPS8;RPL11;RPL35A
GO_Biological_Process_2023,Ribosomal Small Subunit Biogenesis (GO:0042274),4/84,1.33248251925745e-06,1.5989790231089402e-05,0,0,62.1875,841.3015291093659,RPS28;RPS15A;RPS16;RPS8
GO_Biological_Process_2023,rRNA Metabolic Process (GO:0016072),4/91,1.8374459626157316e-06,1.959942360123447e-05,0,0,57.16379310344828,754.9698762882259,RPS28;RPS16;RPL11;RPL35A
GO_Biological_Process_2023,ncRNA Processing (GO:0034470),4/100,2.680321068927162e-06,2.4340905496896588e-05,0,0,51.78125,664.3313770708211,RPS28;RPS16;RPL11;RPL35A
GO_Biological_Process_2023,rRNA Processing (GO:0006364),4/101,2.7890620881860675e-06,2.4340905496896588e-05,0,0,51.24484536082474,655.4115890417039,RPS28;RPS16;RPL11;RPL35A
GO_Biological_Process_2023,"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",3/30,3.412288311774752e-06,2.7298306494198014e-05,0,0,130.41176470588235,1641.6399128222724,RPS16;RPS8;RPS21
GO_Biological_Process_2023,Maturation Of SSU-rRNA (GO:0030490),3/38,7.054141025398755e-06,5.209211834140619e-05,0,0,100.56302521008404,1192.8681197467536,RPS28;RPS16;RPS8
GO_Biological_Process_2023,Ribosome Assembly (GO:0042255),3/50,1.626462332560456e-05,0.0001115288456612884,0,0,74.84230287859825,825.2500115945311,RPS28;RPL10;RPL11
GO_Biological_Process_2023,Ribosomal Large Subunit Biogenesis (GO:0042273),3/54,2.0530658518209544e-05,0.0001313962145165411,0,0,68.95847750865052,744.3096195574882,RPL10;RPL11;RPL35A
GO_Biological_Process_2023,Ribosomal Large Subunit Assembly (GO:0000027),2/22,0.00021683563043902655,0.0013010137826341,0,0,110.88888888888889,935.4998014387868,RPL10;RPL11
GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),3/150,0.0004292373591480759,0.0024239286163656,0,0,23.809123649459785,184.60405229479696,RPS28;RPL10;RPL11
GO_Biological_Process_2023,Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),2/47,0.0009996316450557327,0.0053313687736305,0,0,49.22222222222222,340.0331999878986,RPL11;RPL37
GO_Biological_Process_2023,Embryonic Brain Development (GO:1990403),1/5,0.0049904406959516,0.0252148582532294,0,0,262.8421052631579,1393.123889480945,RPL10
GO_Biological_Process_2023,"Endonucleolytic Cleavage In ITS1 To Separate SSU-rRNA From 5.8S rRNA And LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)",1/7,0.0069799958941807,0.0335039802920677,0,0,175.21052631578948,869.8689177892479,RPS21
GO_Biological_Process_2023,Modification-Dependent Macromolecule Catabolic Process (GO:0043632),1/8,0.0079733565142536,0.0347928284258338,0,0,150.17293233082708,725.5830081396662,RPS27A
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667),1/8,0.0079733565142536,0.0347928284258338,0,0,150.17293233082708,725.5830081396662,RPL11
GO_Biological_Process_2023,rRNA 3'-End Processing (GO:0031125),1/9,0.0089657734963174,0.0374223589411509,0,0,131.39473684210526,619.439581424405,RPS21
GO_Biological_Process_2023,"Endonucleolytic Cleavage Of Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)",1/13,0.0129260209528938,0.0517040838115754,0,0,87.57894736842105,380.83817987374294,RPS21
GO_Biological_Process_2023,Ribosomal Small Subunit Assembly (GO:0000028),1/17,0.0168712348172723,0.0578442336592195,0,0,65.67105263157895,268.0787715603985,RPS28
GO_Biological_Process_2023,Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892),1/17,0.0168712348172723,0.0578442336592195,0,0,65.67105263157895,268.0787715603985,IL7R
GO_Biological_Process_2023,Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),1/17,0.0168712348172723,0.0578442336592195,0,0,65.67105263157895,268.0787715603985,RPL11
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444),1/17,0.0168712348172723,0.0578442336592195,0,0,65.67105263157895,268.0787715603985,RPL11
GO_Biological_Process_2023,Regulation Of Protein Neddylation (GO:2000434),1/18,0.0178551954764704,0.0591068539910745,0,0,61.80495356037152,248.79341471282055,RPL11
