Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Cytoplasmic Translation (GO:0002181),45/93,5.669401553671713e-105,1.542077222598706e-102,0,0,3731.625,895725.6490403382,RPL5;RPL3;RPL32;RPL10;RPL34;RPL12;RPL11;RPL8;RPL10A;RPL6;RPS15;RPS14;RPL7A;RPS16;RPS15A;RPL18A;RPS18;RACK1;RPL36;RPL14;RPL13;RPL37;RPS2;RPL15;RPS11;RPS27A;RPL39;RPS13;RPL19;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPL23A;RPS28;RPL27A;RPL37A;RPL26;FAU;RPL28;RPS21;RPS23
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),44/158,6.542472625887298e-89,8.897762771206725e-87,0,0,1276.0,259094.04334210936,RPL5;RPL3;RPL32;RPL10;RPL34;RPL12;RPL11;RPL8;RPL10A;RPL6;RPS15;RPS14;RPL7A;RPS16;RPS15A;RPL18A;RPS18;RPL36;RPL14;RPL13;RPL37;RPS2;RPL15;RPS11;RPS27A;RPL39;RPS13;RPL19;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPL23A;RPS28;RPL27A;RPL37A;RPL26;FAU;RPL28;RPS21;RPS23
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),45/183,1.0500514720135308e-88,9.520466679589344e-87,0,0,1292.0869565217392,261749.23004210496,RPL5;RPL3;RPL32;RPL10;RPL34;RPL12;RPL11;RPL8;RPL10A;RPL6;RPS15;EEF1B2;RPS14;RPL7A;RPS16;RPS15A;RPL18A;RPS18;RPL36;RPL14;RPL13;RPL37;RPS2;RPL15;RPS11;RPS27A;RPL39;RPS13;RPL19;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPL23A;RPS28;RPL27A;RPL37A;RPL26;FAU;RPL28;RPS21;RPS23
GO_Biological_Process_2023,Translation (GO:0006412),46/234,2.741912548050739e-86,1.8645005326745023e-84,0,0,1208.845744680851,238159.1273278523,RPL5;RPL3;RPL32;RPL10;RPL34;RPL12;RPL11;RPL8;RPL10A;RPL6;RPS15;EEF1B2;RPS14;RPL7A;RPS16;RPS15A;RPL18A;RPS18;RACK1;RPL36;RPL14;RPL13;RPL37;RPS2;RPL15;RPS11;RPS27A;RPL39;RPS13;RPL19;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPL23A;RPS28;RPL27A;RPL37A;RPL26;FAU;RPL28;RPS21;RPS23
GO_Biological_Process_2023,Gene Expression (GO:0010467),44/296,1.6339485199809056e-75,8.888679948696126e-74,0,0,573.2222222222222,98710.51897062609,RPL5;RPL3;RPL32;RPL10;RPL34;RPL12;RPL11;RPL8;RPL10A;RPL6;RPS15;RPS14;RPL7A;RPS16;RPS15A;RPL18A;RPS18;RPL36;RPL14;RPL13;RPL37;RPS2;RPL15;RPS11;RPS27A;RPL39;RPS13;RPL19;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPL23A;RPS28;RPL27A;RPL37A;RPL26;FAU;RPL28;RPS21;RPS23
GO_Biological_Process_2023,Ribonucleoprotein Complex Biogenesis (GO:0022613),18/118,2.9860240378979235e-28,1.3536642305137253e-26,0,0,111.65625,7076.598925009424,RPL5;RPS9;RPS7;RPS8;RPS5;RPS6;RPL11;RPL35A;RPS15;RPS14;RPS28;RPS16;RPS15A;RPL14;RPL26;RPS11;RPS13;RPS23
GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),18/155,5.372899266852136e-26,2.0877551436911158e-24,0,0,81.34899635036497,4733.3600725605365,RPL5;RPS9;RPS7;RPS8;RPS5;RPS6;RPL11;RPL35A;RPS15;RPS14;RPS28;RPS16;RPS15A;RPL14;RPL26;RPS11;RPS13;RPS23
GO_Biological_Process_2023,Ribosomal Small Subunit Biogenesis (GO:0042274),13/84,1.4980608759469282e-20,5.093406978219555e-19,0,0,98.37342976779595,4490.504119725731,RPS9;RPS7;RPS8;RPS5;RPS6;RPS15;RPS14;RPS28;RPS16;RPS15A;RPS11;RPS13;RPS23
GO_Biological_Process_2023,rRNA Processing (GO:0006364),11/101,9.868852367784226e-16,2.982586493374788e-14,0,0,62.23931623931624,2150.491480208646,RPS15;RPL5;RPS14;RPS28;RPS16;RPS7;RPS6;RPL11;RPL14;RPL35A;RPL26
GO_Biological_Process_2023,Ribosome Assembly (GO:0042255),9/50,4.129504088765398e-15,1.1232251121441883e-13,0,0,106.59190957763236,3530.3900331186705,RPS15;RPL5;RPS14;RPS28;RPL10;RPS5;RPL11;RPL23A;RPL6
GO_Biological_Process_2023,rRNA Metabolic Process (GO:0016072),10/91,2.02196298152334e-14,4.999763008857713e-13,0,0,61.32407407407408,1933.678215248935,RPS15;RPL5;RPS28;RPS16;RPS7;RPS6;RPL11;RPL14;RPL35A;RPL26
GO_Biological_Process_2023,ncRNA Processing (GO:0034470),10/100,5.3573984672254163e-14,1.2143436525710944e-12,0,0,55.166666666666664,1685.7671564230566,RPS15;RPL5;RPS28;RPS16;RPS7;RPS6;RPL11;RPL14;RPL35A;RPL26
GO_Biological_Process_2023,Ribosomal Large Subunit Biogenesis (GO:0042273),8/54,8.08112821487642e-13,1.6908206726510662e-11,0,0,82.41821946169772,2294.8590606168295,RPL5;RPL10;RPL11;RPL14;RPL35A;RPL23A;RPL26;RPL6
GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),9/150,1.1363289986877176e-10,2.207724911736137e-09,0,0,30.83912817851583,706.1558385449132,RPS15;RPL5;RPS14;RPS28;RPL10;RPS5;RPL11;RPL23A;RPL6
GO_Biological_Process_2023,Ribosomal Large Subunit Assembly (GO:0000027),5/22,2.027240707205306e-09,3.6760631490656215e-08,0,0,130.281045751634,2607.782307032451,RPL5;RPL10;RPL11;RPL23A;RPL6
GO_Biological_Process_2023,Ribosomal Small Subunit Assembly (GO:0000028),4/17,8.02858711004636e-08,1.3648598087078813e-06,0,0,133.35785953177256,2178.756992043502,RPS15;RPS14;RPS28;RPS5
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667),3/8,8.160167950922518e-07,1.3056268721476028e-05,0,0,254.61702127659575,3569.432965531479,RPL5;RPS7;RPL11
GO_Biological_Process_2023,"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",4/30,9.026389057144724e-07,1.3639876797463136e-05,0,0,66.63545150501672,927.4284322473036,RPS14;RPS16;RPS8;RPS21
GO_Biological_Process_2023,Maturation Of SSU-rRNA (GO:0030490),4/38,2.395747292225211e-06,3.4297013867645124e-05,0,0,50.93606138107417,659.2051012520457,RPS14;RPS28;RPS16;RPS8
GO_Biological_Process_2023,Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),4/47,5.694037319250313e-06,7.743890754180425e-05,0,0,40.25682507583418,486.145083590463,RPS15;RPL5;RPL11;RPL37
GO_Biological_Process_2023,Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),3/17,9.753078480173687e-06,0.00012058351575487467,0,0,90.8936170212766,1048.7239707879182,RPL5;RPS7;RPL11
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444),3/17,9.753078480173687e-06,0.00012058351575487467,0,0,90.8936170212766,1048.7239707879182,RPL5;RPS7;RPL11
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),3/21,1.8942018936649912e-05,0.0002240099630769033,0,0,70.68085106382979,768.592613095972,RPS15;RPS7;RPL37
GO_Biological_Process_2023,Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051),3/25,3.252704029670916e-05,0.0003686397900293705,0,0,57.81818181818182,597.4606436592223,RPL5;RPS7;RPL11
GO_Biological_Process_2023,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902255),2/5,6.0956786529959696e-05,0.0006632098374459615,0,0,277.0416666666667,2688.78505476905,RPS7;RPL26
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),3/39,0.00012610069935787855,0.0013192073163593,0,0,35.308510638297875,317.0149830122188,RPL5;RPS7;RPL11
GO_Biological_Process_2023,Regulation Of Translation (GO:0006417),5/202,0.00014649395928495722,0.001475790997241,0,0,11.141003948110548,98.3586470762866,RPL5;RPL10;RACK1;RPL13A;RPL26
GO_Biological_Process_2023,Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),3/42,0.00015756854407171077,0.0015306658566966,0,0,32.58756137479542,285.32528155294955,RPL5;RPS7;RPL11
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165),2/13,0.00046942457388711873,0.0044028787619757,0,0,75.52651515151516,578.8354329773197,CD74;RPL26
GO_Biological_Process_2023,Negative Regulation Of Catabolic Process (GO:0009895),3/72,0.0007765711595735495,0.0070409118468001,0,0,18.39130434782609,131.69318363710184,RPL5;RPS7;RPL11
GO_Biological_Process_2023,Regulation Of Protein Neddylation (GO:2000434),2/18,0.000913470506242016,0.0080149670225105,0,0,51.911458333333336,363.2898548418271,RPL5;RPL11
GO_Biological_Process_2023,Innate Immune Response In Mucosa (GO:0002227),2/21,0.0012477930702112,0.0106062410967954,0,0,43.708333333333336,292.25047477799524,FAU;RPL39
GO_Biological_Process_2023,Mucosal Immune Response (GO:0002385),2/28,0.0022210873543451,0.018307144253996,0,0,31.92948717948718,195.08145262248803,FAU;RPL39
GO_Biological_Process_2023,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),2/39,0.0042784069542198,0.0342272556337587,0,0,22.42454954954955,122.3074073504305,RPS7;RACK1
GO_Biological_Process_2023,Translational Elongation (GO:0006414),2/42,0.0049475924537835,0.0384498613551179,0,0,20.739583333333332,110.1034239545967,EEF1B2;RACK1
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),5/480,0.006799171297575,0.0499830971064973,0,0,4.555555555555555,22.736570692382298,RPL5;CD74;RPS7;RPL11;RPL26
GO_Biological_Process_2023,Antibacterial Humoral Response (GO:0019731),2/49,0.0066828970303688,0.0499830971064973,0,0,17.64450354609929,88.36726791367238,FAU;RPL39
GO_Biological_Process_2023,Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),2/54,0.0080676700842631,0.0577475332347258,0,0,15.943910256410255,76.8479024006269,RPL5;RPL11
GO_Biological_Process_2023,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),2/65,0.0115237618661231,0.0803708519893718,0,0,13.15277777777778,58.70537343689256,FAU;RPL39
GO_Biological_Process_2023,Regulation Of Type 2 Immune Response (GO:0002828),1/5,0.0124387771927725,0.0805558903912888,0,0,101.76530612244898,446.4379351400606,CD74
GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator (GO:1902162)",1/5,0.0124387771927725,0.0805558903912888,0,0,101.76530612244898,446.4379351400606,RPL26
GO_Biological_Process_2023,Embryonic Brain Development (GO:1990403),1/5,0.0124387771927725,0.0805558903912888,0,0,101.76530612244898,446.4379351400606,RPL10
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),4/364,0.012871288261686,0.0814183815622934,0,0,4.731884057971015,20.59673750232504,RPL5;CD74;RPS7;RPL11
GO_Biological_Process_2023,Protein Stabilization (GO:0050821),3/208,0.0151834111194001,0.0842834249893234,0,0,6.147898287493513,25.744642668105204,RPL5;RPS7;RPL11
GO_Biological_Process_2023,Positive Regulation Of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280),1/6,0.0149082847993736,0.0842834249893234,0,0,81.40816326530613,342.3895623444841,CD74
GO_Biological_Process_2023,Ribosomal Small Subunit Export From Nucleus (GO:0000056),1/6,0.0149082847993736,0.0842834249893234,0,0,81.40816326530613,342.3895623444841,RPS15
GO_Biological_Process_2023,Positive Regulation Of Membrane Depolarization (GO:1904181),1/6,0.0149082847993736,0.0842834249893234,0,0,81.40816326530613,342.3895623444841,RACK1
GO_Biological_Process_2023,Regulation Of Prostaglandin Biosynthetic Process (GO:0031392),1/6,0.0149082847993736,0.0842834249893234,0,0,81.40816326530613,342.3895623444841,CD74
GO_Biological_Process_2023,Positive Regulation Of Gastrulation (GO:2000543),1/6,0.0149082847993736,0.0842834249893234,0,0,81.40816326530613,342.3895623444841,RACK1
GO_Biological_Process_2023,Response To Type II Interferon (GO:0034341),2/80,0.0170965192165363,0.0891530881976836,0,0,10.615384615384617,43.19273030214829,CD74;RPL13A
GO_Biological_Process_2023,Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity (GO:0051342),1/7,0.0173717414502839,0.0891530881976836,0,0,67.83673469387755,274.9362107684438,RACK1
GO_Biological_Process_2023,Regulation Of Golgi To Plasma Membrane Protein Transport (GO:0042996),1/7,0.0173717414502839,0.0891530881976836,0,0,67.83673469387755,274.9362107684438,RACK1
GO_Biological_Process_2023,"Endonucleolytic Cleavage In ITS1 To Separate SSU-rRNA From 5.8S rRNA And LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)",1/7,0.0173717414502839,0.0891530881976836,0,0,67.83673469387755,274.9362107684438,RPS21
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902253),1/8,0.0198291614511851,0.0929919295641784,0,0,58.142857142857146,227.9549801512961,RPS7
GO_Biological_Process_2023,Modification-Dependent Macromolecule Catabolic Process (GO:0043632),1/8,0.0198291614511851,0.0929919295641784,0,0,58.142857142857146,227.9549801512961,RPS27A
GO_Biological_Process_2023,Defense Response To Gram-positive Bacterium (GO:0050830),2/85,0.0191627543313976,0.0929919295641784,0,0,9.973393574297187,39.44264488506008,FAU;RPL39
GO_Biological_Process_2023,Positive Regulation Of Amide Metabolic Process (GO:0034250),2/85,0.0191627543313976,0.0929919295641784,0,0,9.973393574297187,39.44264488506008,RPL5;RPL26
GO_Biological_Process_2023,Negative Regulation Of Oxidative Stress-Induced Neuron Death (GO:1903204),1/8,0.0198291614511851,0.0929919295641784,0,0,58.142857142857146,227.9549801512961,RACK1
GO_Biological_Process_2023,Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101),1/9,0.0222805591236868,0.099349378387587,0,0,50.87244897959184,193.52086993316271,RACK1
GO_Biological_Process_2023,Positive Regulation Of Monocyte Differentiation (GO:0045657),1/9,0.0222805591236868,0.099349378387587,0,0,50.87244897959184,193.52086993316271,CD74
GO_Biological_Process_2023,rRNA 3'-End Processing (GO:0031125),1/9,0.0222805591236868,0.099349378387587,0,0,50.87244897959184,193.52086993316271,RPS21
GO_Biological_Process_2023,Negative Regulation Of Amide Metabolic Process (GO:0034249),2/93,0.0226749954090764,0.0994773992140126,0,0,9.092948717948715,34.43038199107018,RACK1;RPL13A
GO_Biological_Process_2023,Negative Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903206),1/10,0.024725948817258,0.1045939573878712,0,0,45.21768707482993,167.3010120823387,RACK1
GO_Biological_Process_2023,Regulation Of Mitochondrial Depolarization (GO:0051900),1/10,0.024725948817258,0.1045939573878712,0,0,45.21768707482993,167.3010120823387,RACK1
GO_Biological_Process_2023,Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),2/98,0.0249948795228368,0.1045939573878712,0,0,8.6171875,31.789531066243494,RACK1;RPL13A
GO_Biological_Process_2023,Antimicrobial Humoral Response (GO:0019730),2/100,0.025948961945953,0.1069411765045339,0,0,8.44047619047619,30.82144266223132,FAU;RPL39
GO_Biological_Process_2023,Negative Regulation Of RNA Metabolic Process (GO:0051253),1/11,0.0271653448579923,0.1102831910652825,0,0,40.69387755102041,146.73452100035948,RPS13
GO_Biological_Process_2023,Regulation Of Gastrulation (GO:0010470),1/13,0.032026213248763,0.1112537205750301,0,0,33.90816326530612,116.6847899929619,RACK1
GO_Biological_Process_2023,"Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)",1/13,0.032026213248763,0.1112537205750301,0,0,33.90816326530612,116.6847899929619,CD74
GO_Biological_Process_2023,Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102),1/13,0.032026213248763,0.1112537205750301,0,0,33.90816326530612,116.6847899929619,RACK1
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),4/483,0.0323126614905418,0.1112537205750301,0,0,3.534719070527367,12.132202582707157,CD74;RPS9;RPS15A;RPS6
GO_Biological_Process_2023,"Endonucleolytic Cleavage Of Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)",1/13,0.032026213248763,0.1112537205750301,0,0,33.90816326530612,116.6847899929619,RPS21
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),5/705,0.0308214919272218,0.1112537205750301,0,0,3.0555555555555554,10.631937074305196,CD74;RPL10;RPS6;RACK1;PTMA
GO_Biological_Process_2023,Negative Regulation Of Translation (GO:0017148),2/107,0.0294027974439489,0.1112537205750301,0,0,7.875,27.772490481823706,RACK1;RPL13A
GO_Biological_Process_2023,Positive Regulation Of Translation (GO:0045727),2/108,0.029910476921657,0.1112537205750301,0,0,7.800314465408805,27.37556602865933,RPL5;RPL26
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166),1/12,0.029598761568907,0.1112537205750301,0,0,36.99257884972171,130.2147194065139,CD74
GO_Biological_Process_2023,Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),2/109,0.0304216645881743,0.1112537205750301,0,0,7.72702492211838,26.987409356009476,RPL11;RACK1
GO_Biological_Process_2023,Positive Regulation Of Viral Entry Into Host Cell (GO:0046598),1/12,0.029598761568907,0.1112537205750301,0,0,36.99257884972171,130.2147194065139,CD74
