drug_name,deformation,deformation_std,n_replicates
brd-k14027855,12090.224,688.6574652755822,3
brd-k14171663,9327.897,681.7734867168073,3
brd-k14236372,15910.703,12136.512236685541,3
brd-k14270862,9602.067,1111.8916408845291,3
brd-k14328427,10681.105,1204.262955540399,3
brd-k14340219,12789.394,3509.6748286276675,3
brd-k14355517,12461.511,5003.641977118872,3
brd-k14395638,14687.406,5827.825794585833,3
brd-k14609189,12034.255,6807.753021693275,3
brd-k14636731,12442.958,1101.0422916778455,3
brd-k14711204,16210.401,8011.193790977873,3
brd-k14749055,13197.341,6582.519863359863,3
brd-k14788918,10627.432,1114.1150315458399,3
brd-k14833463,17245.764,7546.660088171685,3
brd-k14844937,14067.522,7316.726694097847,3
brd-k14914284,15713.887,10273.405497231019,3
brd-k14939371,9891.1455,1357.0525589466104,3
brd-k14975149,10071.62,748.5311314454489,3
brd-k15054362,15370.52,1722.339024979572,3
brd-k15107389,16910.967,9002.713227885533,3
brd-k15206810,11982.063,3651.505162630232,3
brd-k15293421,14187.581,6833.712410410834,3
brd-k15428056,14664.387,2714.5546566243984,3
brd-k15440898,14173.781,517.6133990129684,3
brd-k15672523,9541.757,789.3049002251907,3
brd-k15885023,10137.755,1502.3792180000726,3
brd-k15888437,14459.173,2046.7749267205081,3
brd-k16046246,15074.577,819.8405087193132,3
brd-k16057611,12907.708,1784.6258168615097,3
brd-k16180117,10374.696,544.6489170631482,3
brd-k16331660,10412.475,2579.566333581295,3
brd-k16358524,17165.373,11007.307698947661,3
brd-k16410418,21377.287,1111.2358860442616,3
brd-k16541732,16374.917,3603.4153725750775,3
brd-k16604360,13954.044,5655.347688699398,6
brd-k16618170,13351.828,4794.516271551475,3
brd-k16925374,10916.559,691.4159284427351,3
brd-k16940042,12701.323,4409.361797550081,3
brd-k16956545,18837.963,2346.767157061721,3
brd-k17025677,15452.256,2198.074574948751,2
brd-k17086338,15268.325,7696.098837924322,3
brd-k17693482,11214.316,1423.5563059173521,3
brd-k17739445,9239.907,406.7296565489491,3
brd-k17754811,9994.976,951.7855612253078,3
brd-k17773477,13506.466,4617.1097769951675,3
brd-k17830172,14358.56,1801.7716266185796,3
brd-k17969842,9116.543,671.4964595982077,3
brd-k18059480,17453.064,1433.2080526866891,3
brd-k18096819,10920.558,1317.2361149776766,3
brd-k18163752,15141.058,1621.5737210583218,3
brd-k18249495,16452.031,1577.5547616828098,3
brd-k18364651,8732.801,429.74329030234213,3
brd-k18495986,10554.691,544.6344170467233,3
brd-k18711687,18336.912,13071.420341765279,3
brd-k18724229,12062.083,3201.6452717871125,3
brd-k18726304,11131.183,2626.8735179134246,3
brd-k18749194,13007.761,1274.1823308657133,3
brd-k18814832,12837.372,1240.4214630363963,3
brd-k18861610,13688.009,1474.0629305101024,3
brd-k18865856,8860.528,529.2368382192961,3
brd-k18970629,13258.284,1651.6541328817182,3
brd-k19027210,14368.44,1385.3398680190155,3
brd-k19056367,14549.578,588.1957128030652,3
brd-k19059335,13412.259,8541.156843110271,3
brd-k19134488,10153.249,2773.1715296614675,3
brd-k19166598,13643.772,3510.631082628923,3
brd-k19181733,12020.324,1321.0904178574203,3
brd-k19196783,14230.259,3096.922369953455,3
brd-k19410523,13295.598,1827.0874678027858,3
brd-k19499941,17749.303,6896.8863734282795,3
brd-k19593010,13768.397,2711.7891525127097,3
brd-k19724398,9819.882,415.845258520497,3
brd-k19735876,11776.6455,2476.3620964871243,3
brd-k19826688,20745.88,5001.374067434841,3
brd-k19876534,19687.158,932.3915003165346,3
brd-k19922318,12393.864,3692.9508984407075,3
brd-k19973744,9310.49,649.7262082420663,3
brd-k19985802,14456.421,937.8482798107376,3
brd-k20032655,11520.757,2603.046867590197,6
brd-k20112532,14360.242,5208.561840534346,3
brd-k20123385,18198.523,4769.386727936278,3
brd-k20178228,15732.073,5235.36326771936,3
brd-k20401833,9631.423,158.01914508431565,3
brd-k20492338,17953.87,13416.875241081438,3
brd-k20859359,20382.256,6752.686762851249,3
brd-k20914082,9850.698,483.6059289006522,3
brd-k20923001,13522.961,6144.473856775309,3
brd-k21001652,18480.984,1043.7256055461119,3
brd-k21005091,14228.71,476.08990931107826,3
brd-k21009077,12891.384,1080.3242397410163,3
brd-k21064560,18790.994,9692.93282973897,3
brd-k21401822,14265.613,7766.431870059479,3
brd-k21482967,12158.761,3230.5871457634453,3
brd-k21614065,14796.473,1259.0041606281109,3
brd-k21773564,9551.042,478.6649583571974,3
brd-k21786893,18834.15,6027.609068478174,3
brd-k21788104,14286.964,1328.5366457784405,3
brd-k21822525,12140.1875,1887.337194668656,3
brd-k22129929,15300.714,670.9314983697076,3
brd-k22321414,19445.338,1614.7303810154278,3
brd-k22322324,10165.068,3266.747058108506,3
brd-k22384978,10294.02,1308.8869609186065,3
brd-k22449070,9582.92,1277.3283237584558,2
brd-k22587354,18632.969,1748.0047760122739,3
brd-k22630935,9549.602,31.91583084691987,3
brd-k23027438,10318.86,1936.9167996491017,6
brd-k23103632,15396.871,2987.844804462929,3
brd-k23149109,13560.745,2891.241785277898,3
brd-k23165181,11631.405,2957.878192485473,3
brd-k23217072,14075.942,344.0595374635522,3
brd-k23282736,15729.786,5690.287918934199,3
brd-k23412959,16078.516,7173.463328944819,3
brd-k23582869,13498.918,1195.3259083977255,3
brd-k23644387,15653.362,10379.095758624599,3
brd-k23657553,12659.175,1280.63204142042,3
brd-k23774426,13676.299,1073.7692685904126,2
brd-k23841751,9925.902,105.6910179014403,3
brd-k23896287,16012.328,10893.728878864686,3
brd-k23931216,14297.918,3417.6731585803227,3
brd-k23978082,13665.25,2900.536324374853,3
brd-k23980805,15857.05,2183.191134300883,3
brd-k24014699,15228.116,8580.703790216492,3
brd-k24051260,9729.216,707.7729172618143,3
brd-k24053449,12427.305,1698.7125017624835,3
brd-k24102129,9817.126,758.5180003352798,3
brd-k24127443,10728.128,2092.5436977261334,3
brd-k24156250,16574.03,3281.565820186001,3
brd-k24214483,16600.162,3112.57103273342,3
brd-k24346336,15709.148,8066.133753827582,3
brd-k24426149,10654.554,1360.1868362768694,3
brd-k24461445,9190.249,179.83161756223188,2
brd-k24686773,10609.148,2104.093544771154,3
brd-k24705176,9756.834,1450.5106909774413,3
brd-k24754728,13325.731,2031.1255031455714,3
brd-k24861700,14676.172,2813.8267357583622,3
brd-k24894325,17546.258,6926.690970253675,2
brd-k25094947,9650.691,213.09034368102235,3
brd-k25144184,16115.148,5592.061311889324,3
brd-k25460880,13292.823,6049.785490849154,3
brd-k25536815,14025.663,5601.927739053574,3
brd-k25608435,12963.585,444.9959427962922,3
brd-k25719068,13572.606,2176.9987195375074,3
brd-k25774147,14853.863,1147.5393159119074,3
brd-k25784575,9404.607,767.0660636630718,3
brd-k25835021,15077.491,914.4337609022801,3
brd-k25884242,9629.701,622.3737954332809,3
brd-k25979535,10743.203,1827.4751262658474,3
brd-k26048285,12471.665,1602.6467737748385,3
brd-k26160061,18945.955,12141.162666764261,3
brd-k26211296,11456.202,969.2762877869841,2
brd-k26233379,12672.23,1614.85303993288,2
brd-k26257340,15290.089,2317.856452002691,3
brd-k26304855,16672.621,4269.105826501525,3
brd-k26367064,15790.449,8025.914091249343,3
brd-k26510616,18589.123,1125.532949345784,3
brd-k26815099,19035.83,11400.567398667048,3
brd-k26822808,16201.112,4164.301634783113,3
brd-k26831771,12406.52,3967.939244318126,3
brd-k26906367,16586.994,12603.717678254605,3
brd-k26947839,13509.395,748.9044832824924,3
brd-k27151060,17943.773,888.7793511309743,3
brd-k27169919,17295.428,1317.303744434374,3
brd-k27290412,11182.925,2151.212397830555,3
brd-k27539181,9261.513,509.8583456802961,3
brd-k27630390,10174.951,980.3601835537621,3
brd-k27986637,12370.54,3099.3349357479156,3
brd-k28040935,11714.761,2471.6867488487896,3
brd-k28180706,13943.649,7006.087826331083,3
brd-k28215800,9389.793,362.8005465150278,3
brd-k28284219,17055.322,9491.854475597178,3
brd-k28293491,9913.704,1140.4804947342025,3
brd-k28362289,15006.776,8995.791393914822,3
brd-k28366633,15195.163,1183.320953735464,3
brd-k28377013,13102.411,2663.198857323764,3
brd-k28472299,16606.482,12834.463893420248,3
brd-k28680267,12707.108,3128.1967784019453,3
brd-k28774715,12454.079,1942.2450867328178,6
brd-k28789065,10840.364,1462.307653900476,3
brd-k28800414,13857.079,1689.087473909684,3
brd-k28892486,13204.829,1417.862312110919,3
brd-k28916077,15388.041,343.347989109723,2
brd-k29138830,15228.593,1689.5662924822605,3
brd-k29160485,13730.797,1410.5547801881828,3
brd-k29500995,10037.417,2999.8189300554004,3
brd-k29506255,11224.82,2773.0933041623207,3
brd-k29622226,12475.839,1662.6185841527513,3
brd-k30351863,13248.39,3691.3516404366974,3
brd-k30434763,10726.948,1123.6426939123367,3
brd-k30443205,10989.933,516.6169929468452,3
brd-k30459086,16948.484,4362.098049261293,3
brd-k30463976,13232.897,2551.4286314209908,3
brd-k30468800,13135.145,2307.738264346189,3
brd-k30511626,15456.722,10377.43426832028,3
brd-k30523950,13272.694,3025.62251617959,3
brd-k30536692,14261.849,406.97871369309877,3
brd-k30704475,11338.829,1174.656241819951,3
brd-k30715099,15787.25,8247.216247214796,3
brd-k30779094,9380.427,846.9144764958564,3
brd-k30781400,8902.2295,1170.3904949002022,3
brd-k30802967,14638.089,4665.568187919213,3
brd-k30804015,16487.92,5702.1453572696,3
brd-k30836161,27153.32,11301.516431281021,2
brd-k31260488,15709.091,4592.05694419594,3
brd-k31286015,15613.0,7837.07942271357,3
brd-k31412180,13544.302,1855.151411869279,3
brd-k31453413,9559.759,932.5992667167279,2
brd-k31553917,14650.624,2187.855215756414,3
brd-k31600199,13599.653,1455.7977516270023,3
brd-k31688005,17380.123,2014.2394840420811,3
brd-k31706415,13865.284,1561.8743301156105,3
brd-k31754360,10356.034,549.7258398328081,3
brd-k31828306,16658.787,9251.090244935382,3
brd-k31841256,13887.892,2153.018500163165,3
brd-k31856043,16018.528,5128.525585399374,3
brd-k31887147,10503.304,758.8489572905899,3
brd-k32101742,12926.523,1344.1378732919359,3
brd-k32111336,9452.166,1134.9340051630488,2
brd-k32112425,9537.894,1415.7811805994802,3
brd-k32188552,14664.224,4075.7225181312365,3
brd-k32238524,24314.64,9049.060871607164,3
brd-k32321439,10718.363,1016.2575885733368,3
brd-k32568627,18266.182,6453.313317397952,3
brd-k32598858,10655.862,1008.9409741741197,3
brd-k32636001,9796.769,767.6909988426281,3
brd-k32644160,15485.594,5431.794597795403,3
brd-k32656671,16730.541,89.19163575237083,3
brd-k32827536,17307.428,13360.832143048157,3
brd-k32927008,11825.25,3403.593632354032,3
brd-k32944375,18433.16,12212.816328784147,3
brd-k33045404,17674.828,4449.334110402883,3
brd-k33116223,15392.106,4675.484251875688,3
brd-k33159591,15217.458,8920.423731775772,3
brd-k33164466,14268.211,3501.9016466175763,3
brd-k33182644,9398.034,1197.5815413223638,3
brd-k33297438,14800.142,7627.064732000561,3
brd-k33459729,8601.044,877.6001404895437,3
brd-k33586157,9750.6875,2239.280219284465,3
brd-k33606495,15144.089,4896.286366263233,3
brd-k33619512,13633.618,2858.6443083601994,3
brd-k33680967,20370.307,8792.184626142349,3
brd-k33720394,14169.001,6263.958374409286,3
brd-k33720404,13426.649,2214.4604312062966,3
brd-k33762302,14260.399,2768.3388331152705,3
brd-k33926001,15551.808,10367.932112717082,3
brd-k34079378,21725.396,5614.700902033224,6
brd-k34092011,15983.118,583.9206501414891,3
brd-k34294489,12680.457,1107.5086891377382,3
brd-k34387287,11149.106,1522.7017891555029,3
brd-k34388789,15368.09,8087.789272681538,3
brd-k34412705,14202.971,49.791642152575385,2
brd-k34495954,9748.305,790.9081947268288,3
brd-k34596778,16019.281,2031.1366075997178,2
brd-k34711351,10109.516,2009.12777429199,3
brd-k34968258,13445.347,365.3844207273912,3
brd-k34974324,17154.344,4965.160235324624,3
brd-k35024477,13378.427,2239.0325108164466,3
brd-k35035132,15937.78,11067.750922899826,3
brd-k35046132,17187.354,8930.500568699614,3
brd-k35133769,10577.602,2104.5656584442386,3
brd-k35191571,8688.991,100.08003709739802,3
brd-k35254025,15307.664,885.7549522326784,3
brd-k35413818,11616.733,4389.773835601674,3
brd-k35429092,16094.741,3119.778407642565,3
brd-k35514965,8674.506,164.31378035483627,3
brd-k35638681,14947.481,8388.814103896319,3
brd-k35737468,15932.409,7538.067770650095,3
brd-k35832492,18706.709,671.4631848273524,3
brd-k35858371,9558.79,450.4288368311236,3
brd-k35860134,19713.25,4393.604292810416,3
brd-k35961280,14683.091,6057.432016887982,3
brd-k36022244,14013.651,1282.4645339512438,3
brd-k36038115,12009.708,4155.143450234199,3
brd-k36111658,24122.428,3936.3077921870204,6
brd-k36111767,15710.599,6393.530845721419,3
brd-k36317223,14896.66,860.058292600301,3
brd-k36354764,12045.066,928.8344147623587,3
brd-k36490574,11213.538,1568.8146311088171,3
brd-k36591038,13421.278,1789.8755978885374,6
brd-k36665199,12730.28,3874.0997246015686,3
brd-k36754064,13921.375,3921.9424468602574,3
brd-k36772364,15400.444,1290.3332790148745,3
brd-k36817836,9212.722,1735.0318514239998,3
brd-k36895979,14806.536,3714.2656215746097,3
brd-k37021324,14393.719,595.6885344447267,3
brd-k37043259,18238.604,6181.559392149524,3
brd-k37124285,11173.211,2199.6699770655487,3
brd-k37127624,10112.701,1401.2367948990327,3
brd-k37141476,8991.992,1143.2996122959821,3
brd-k37150847,13237.234,4801.25721825418,6
brd-k37160541,10544.533,1456.5425963935133,3
brd-k37323001,14880.989,754.2288839382899,3
brd-k37340241,13168.648,1685.5182127213297,3
brd-k37393297,14542.246,1542.9741647057922,3
brd-k37498076,17175.805,11754.058565077656,3
brd-k37549600,15229.526,7771.440938232995,3
brd-k37724988,12774.792,1606.618452930637,3
brd-k37883585,16498.025,9971.160276460816,3
brd-k37932103,11072.966,700.890807013515,3
brd-k37984227,13232.499,1270.3979967028897,3
brd-k38061943,15743.855,11060.27264541461,3
brd-k38455110,10973.671,2693.889216704799,3
brd-k38594532,11935.724,2028.3191822553047,3
brd-k38596918,24056.342,7626.835171910525,6
brd-k38599483,12261.8,3080.7220567694703,3
brd-k38625260,11139.981,1307.3215833664706,3
brd-k38634661,11236.0625,2068.4688692243035,3
brd-k38698447,14012.759,550.2819850235843,3
brd-k39010473,14173.613,1311.3768344824261,3
brd-k39187410,12180.786,4655.225800038784,3
brd-k39289507,15406.308,4658.914828120928,3
brd-k39318886,14401.305,7068.8850615614965,3
brd-k39507792,16063.087,7154.684310813272,3
brd-k39732687,10968.273,2221.5215467825024,3
brd-k39757396,10051.79,2266.5642833182715,3
brd-k39829853,14272.001,6959.383682315197,3
brd-k39866321,9248.944,501.1333015006767,3
brd-k39921295,13212.507,2227.7770340299858,3
brd-k40094191,14124.829,802.8219131197035,3
brd-k40151202,10675.059,1356.8913265572648,3
brd-k40175949,15686.429,8375.421267996146,3
brd-k40300908,13156.655,4593.462297481978,3
brd-k40329609,17533.514,9389.874674862058,3
brd-k40378749,13005.128,4916.1538741889935,3
brd-k40441731,17357.697,12041.131315137694,3
brd-k40480443,9173.693,797.9777200971887,3
brd-k40566034,14699.454,1518.6725544662913,3
brd-k40846327,16742.473,4391.28953749234,3
brd-k40941388,12319.039,315.2743978540642,3
brd-k40949493,13901.667,1596.4577571192665,3
brd-k40955748,9675.735,1918.6722545696564,3
brd-k41006959,15543.966,6574.983646515089,3
brd-k41059137,17452.576,12546.009403539376,3
brd-k41185612,14689.9795,11039.238783369843,3
brd-k41240505,10803.546,2368.3406722300265,3
brd-k41284916,15558.969,2983.1629567809937,3
brd-k41303952,23762.898,12417.330224773585,3
brd-k41557448,12915.345,2404.7167993188223,3
brd-k41666683,10187.746,1084.8290939380572,3
brd-k41668190,9841.618,1235.9608212091362,3
brd-k41757249,11342.5205,903.2188862644302,3
brd-k41845021,14307.198,285.52487768857486,3
brd-k41925105,15700.388,8231.017808969207,3
brd-k41931739,9588.834,1405.2900836964716,3
brd-k42006476,23179.588,9592.426484696545,3
brd-k42021584,13353.726,1746.1194185885097,3
brd-k42419294,16179.608,10541.57008051023,3
brd-k42455570,13049.245,2045.5083052822397,3
brd-k42471691,9331.034,1023.4219890638624,3
brd-k42489623,13628.948,4061.0238446120607,3
brd-k42499654,13372.116,3661.8674177452976,3
brd-k42541148,10257.618,1622.1423609219198,3
brd-k42629487,13430.563,5231.792273099311,3
brd-k42644990,12257.382,2834.7844600490475,3
brd-k42681396,9595.34,622.1528218712502,3
brd-k42687792,11722.794,2015.5025665261658,3
brd-k42841443,15784.734,1059.6399818667196,3
brd-k43009525,12470.184,1951.3832300883457,3
brd-k43131268,15454.28,5763.055850032101,3
brd-k43149678,11612.969,1605.980982349668,3
brd-k43226598,19547.355,2423.18726679763,2
brd-k43256821,11448.403,2467.076012734782,3
brd-k43267173,9678.583,632.6015450775716,3
brd-k43581698,11594.237,3356.7074364189402,3
brd-k43782924,14624.989,892.9089359734398,3
brd-k43806450,14881.648,2375.558208503618,3
brd-k43913647,19401.36,8772.097462440157,3
brd-k44366801,22583.576,8697.506757961615,3
brd-k44417704,15263.347,9588.193944769528,3
brd-k44484254,9400.413,1067.2354773774448,3
brd-k44510578,21535.955,6636.722332528048,3
brd-k44540157,12095.008,136.64290013833835,3
brd-k44575778,9494.141,472.6379091557507,3
brd-k44652183,14841.784,1343.198283717093,3
brd-k44696931,21141.768,8900.971082694647,2
brd-k44781077,13879.906,831.0865578738209,3
brd-k44812652,10565.415,2342.247653845866,3
brd-k44931544,12693.448,5784.425917736814,3
brd-k44978960,14869.5205,5316.334815007116,6
brd-k45044657,11241.702,2117.7304044073676,3
brd-k45114207,19203.014,10190.42269516205,3
brd-k45205755,10607.067,1043.0270875457866,3
brd-k45216862,17406.238,6326.458140122367,3
brd-k45232279,14111.573,1970.1214333230816,3
brd-k45256078,15013.477,1078.7124280419505,3
brd-k45278408,12099.069,2036.1207966871673,3
brd-k45437867,12661.597,2721.078425973608,3
brd-k45505681,14434.409,8038.801076519124,3
brd-k45582470,12788.992,3441.682201552364,3
brd-k45735142,14537.824,4779.245256217461,3
brd-k45763312,12558.294,848.4369260827472,3
brd-k45895591,12305.047,2895.5547868621147,3
brd-k46017542,14196.937,6954.502471521305,3
brd-k46171503,15592.68,6743.169495508688,3
brd-k46255814,20244.803,7460.119482049039,2
brd-k46373671,13744.477,2729.6300550046785,3
brd-k46445327,12981.935,4345.8209916918595,3
brd-k46505016,17692.521,2941.468552634865,3
brd-k46532897,14013.452,1829.2714322502784,2
brd-k46555627,14706.929,852.5420038566175,3
brd-k46555875,14108.914,6936.456409406081,3
brd-k46558254,10794.804,2604.773048002528,3
brd-k46594703,16176.305,772.6952052725893,3
brd-k46645809,14759.469,226.6881864137849,3
brd-k46681113,9501.253,729.7582911133326,3
brd-k46692335,21000.387,5787.641024914562,3
brd-k46836114,12715.0205,1784.6605979052752,3
brd-k46869836,9418.329,628.1055522720669,2
brd-k46961308,10318.097,298.51118675805543,3
brd-k47147974,10530.208,1926.4413681301667,3
brd-k47324077,11391.598,1825.1559729755597,3
brd-k47448802,14369.187,1815.910666147553,3
brd-k47490989,9784.88,1728.6106928240358,3
brd-k47690943,16746.979,2847.2204301253614,3
brd-k47695085,13986.868,5902.502402116399,3
brd-k47731572,10745.415,396.65237258766695,3
brd-k47764688,15226.093,6508.820114229336,3
brd-k47786739,15624.535,1822.4668747088867,3
brd-k47802551,15051.487,1037.6045368871125,3
brd-k47808476,16107.344,4520.934602633723,3
brd-k47917680,9029.586,1021.2697026929526,3
brd-k48016779,15564.945,8369.488673619486,3
brd-k48036219,14791.781,3294.9816147119604,3
brd-k48204702,9636.153,1092.311084230626,3
brd-k48388979,11514.074,1745.8164192324784,3
brd-k48576794,15167.188,3033.7415610579033,4
brd-k48654774,14660.56,5505.915794214763,3
brd-k48716658,14629.81,6901.50405041061,3
brd-k48803730,23413.865,718.919352232993,3
brd-k48844671,16644.025,11544.69949821699,3
brd-k48950795,17016.96,5298.595995792367,3
brd-k48969316,15886.402,525.2657097832484,2
brd-k49010888,16055.435,2580.674276566891,3
brd-k49061529,21929.717,5216.801137328442,3
brd-k49094915,11798.59,4349.777240565962,3
brd-k49403449,14384.195,684.1732249126445,3
brd-k49477212,10650.948,571.086153335526,3
brd-k49553303,13525.19,3354.6459291950478,3
brd-k49712247,16951.303,7846.839532497032,3
brd-k49791723,12997.262,4913.8561363121435,3
brd-k49861754,16936.326,7291.3882130173115,3
brd-k50177987,12996.321,1436.7513475736469,3
brd-k50204028,15403.091,1608.9709279417452,3
brd-k50218580,15288.715,9233.575023685846,3
brd-k50280607,12766.57,3855.6866951446545,3
brd-k50360938,13975.769,4703.359534305206,3
brd-k50521229,15171.888,2796.7508881625095,3
brd-k50532160,13330.66,2222.7996759563257,3
brd-k50634134,16182.231,4470.161946543502,3
brd-k50746423,14508.659,9051.696829352139,3
brd-k50776152,13061.363,406.6775113584068,3
brd-k50907285,10316.378,1118.1502095230226,3
brd-k50985433,17018.076,13960.018223885914,3
brd-k51083659,14742.408,3254.496939779215,2
brd-k51126483,11330.722,2532.99807228525,3
brd-k51140856,13846.987,2319.727943485409,3
brd-k51155404,15646.911,1975.3229427938488,3
brd-k51189903,12326.167,3856.3759029367957,3
brd-k51320264,13993.337,1887.9956718799315,6
brd-k51377689,10737.131,1109.3964638035418,3
brd-k51454562,13384.489,1798.0889374466974,3
brd-k51556300,11255.575,859.4661503085235,3
brd-k51608872,13414.792,5517.647054499728,3
brd-k51644197,17096.059,4113.906971789747,6
brd-k51674646,24067.516,6912.125478411628,6
brd-k51683034,13079.766,2287.3084563310867,3
brd-k51696048,14673.113,2429.616245247722,3
brd-k51731619,12247.355,1403.7851224112324,3
brd-k51774655,9487.689,709.4849801654601,2
brd-k51896917,15042.296,736.9990271883654,3
brd-k51998148,10219.147,1390.6129391218212,3
brd-k52160314,19587.607,2387.980981972565,3
brd-k52163391,14584.211,5518.106795209416,3
brd-k52321331,12176.103,754.2163198816129,3
brd-k52341396,10182.274,514.6079728780703,3
brd-k52446745,9188.173,1597.4272032591612,3
brd-k52524742,9026.819,228.36999421879173,3
brd-k52640952,10552.73,1349.626728792818,3
brd-k52678950,11430.37,2502.036568707624,3
brd-k52695588,13000.665,5257.580448180629,3
brd-k52801121,24240.805,8679.927707507419,2
brd-k52904470,15024.617,5201.686947554358,3
brd-k52914903,13935.266,7237.313770187727,3
brd-k53032901,16174.294,10216.424704481089,3
brd-k53214709,13512.68,3960.2739493149975,3
brd-k53327986,14656.856,8369.440565932458,3
brd-k53331454,10759.796,487.24282916810824,3
brd-k53335770,13341.972,847.5049306412875,3
brd-k53423944,16777.334,720.209820541937,3
brd-k53445087,13550.012,1816.5334518203063,3
brd-k53461563,10988.23,791.2562280065292,3
brd-k53501402,14254.69,1773.008211100804,3
brd-k53592093,12425.8125,357.1413464840227,3
brd-k53610452,17620.611,1484.5686701529123,3
brd-k53638321,16706.854,6584.866194211027,3
brd-k53780220,18334.342,3748.7175605355305,3
brd-k53923665,13243.566,1418.7889290414712,3
brd-k53932786,16436.572,1259.8571238846268,2
brd-k54070802,14844.448,9079.456166129128,3
brd-k54159704,15366.137,9941.7155782716,3
brd-k54168141,14779.866,2321.431733458125,3
brd-k54285697,10925.825,1327.7608955977496,3
brd-k54331210,11496.706,1574.0404067197992,3
brd-k54343811,20161.22,3214.8563544593703,3
brd-k54405293,12866.332,716.5192531069555,3
brd-k54470384,17595.252,13983.443479207204,3
brd-k54573313,15175.37,8629.658789339772,3
brd-k54657957,9718.12,1247.5473425175796,3
brd-k54674054,18589.35,4844.64405876476,3
brd-k54687541,15641.983,6181.775840769523,3
brd-k54906270,16639.043,5736.87625277702,6
brd-k55034844,8420.966,956.5359431243285,3
brd-k55071917,11853.151,537.5571654623183,3
brd-k55116708,21358.424,7066.835163881171,3
brd-k55127335,9321.7705,756.7142673775289,3
brd-k55186349,16176.753,9510.080764339378,3
brd-k55216615,13311.937,1792.7602232877964,3
brd-k55487965,16994.156,11747.855124300575,3
brd-k55533488,19007.63,638.4526582919731,3
brd-k55536701,10378.825,1864.4282959834939,3
brd-k55557659,9476.046,1348.3504867776194,3
brd-k55612480,11266.184,891.5667266109067,3
brd-k55630727,15170.202,579.8154490839537,3
brd-k55722623,12801.138,2623.1139290938436,3
brd-k55827386,21357.072,6152.148705611908,3
brd-k55844427,10476.177,1937.151356035092,3
brd-k55896799,22436.924,5921.17150963909,18
brd-k55966666,15079.993,1342.19489112616,3
brd-k55972177,9702.897,212.51772865914816,3
brd-k56024573,15305.211,1501.9472134520393,3
brd-k56307118,9546.708,1723.03118805611,3
brd-k56411643,22260.986,1461.111042350552,6
brd-k56477805,13433.465,3177.662361378312,3
brd-k56478238,13270.233,577.7507346919037,3
brd-k56489029,14264.13,7394.917126156794,3
brd-k56593336,10608.3955,803.1528664128497,3
brd-k56855930,12937.309,3022.7095466149563,2
brd-k56977905,14055.62,728.6935997601395,3
brd-k56983253,14358.894,273.60040555186356,3
brd-k57019930,10758.632,1283.571496204866,3
brd-k57037351,16741.74,273.89395667265194,3
brd-k57044355,11209.763,2761.895886152286,3
brd-k57064803,21607.92,3927.0816921552196,3
brd-k57238941,16729.475,9111.309716240226,3
brd-k57293132,15850.628,1601.1430897960108,3
brd-k57309821,15708.071,2426.3370126973537,3
brd-k57353465,9718.063,2229.1812713014383,3
brd-k57443339,22996.797,5767.060954540375,3
brd-k57457519,14315.962,3045.1920299254803,3
brd-k57562268,10792.473,3604.1512860541447,3
brd-k57592392,16400.807,8928.175399417461,3
brd-k57678861,16015.957,3408.8611940110845,3
brd-k57732441,11551.269,4108.194581840473,3
brd-k57786095,18800.31,8463.696604771814,3
brd-k57836103,16214.089,3229.665155675793,3
brd-k57975631,11045.518,2671.287143840766,2
brd-k58033748,9936.117,1566.7135346802645,3
brd-k58141791,13137.591,4635.267618039264,3
brd-k58191509,15193.878,3610.059581880828,3
brd-k58223721,11811.177,2999.4260440668136,3
brd-k58247702,9821.602,2316.4809987766635,3
brd-k58288048,16507.025,3263.9965600258274,3
brd-k58347372,12308.284,3039.444399031137,3
brd-k58479490,19439.049,5825.1234131271885,6
brd-k58519325,13155.312,1194.962773414914,3
brd-k58547240,13638.563,3891.4316760995384,3
brd-k58547375,19949.168,3742.1362970054483,18
brd-k58618158,9670.358,182.93289577840287,3
brd-k58628167,10948.099,1333.4555395203738,3
brd-k58674774,9992.772,2496.790450913361,3
brd-k58698715,10554.1045,413.27016685272974,3
brd-k58784778,10440.675,2325.835144689937,3
brd-k58846134,16988.959,8628.257122433351,2
brd-k58853583,12915.325,1921.7491254676743,3
brd-k58900438,12963.309,617.9783461469408,3
brd-k58935841,12025.022,2945.722500481529,3
brd-k58982513,10246.877,1231.3120035889165,3
brd-k58999277,14625.219,4239.9254112476,3
brd-k59019422,18871.877,5757.821903566263,6
brd-k59036917,14058.742,3873.0253911994996,6
brd-k59139557,9485.671,1587.806434696117,3
brd-k59222562,12592.388,2277.140941217163,3
brd-k59460069,13162.0625,1420.1639685290486,3
brd-k59470558,12288.469,3442.9289806756406,6
brd-k59556282,14798.113,7492.106000467863,3
brd-k59563627,19036.885,6432.886123398277,3
brd-k59633395,12842.906,5822.236547549336,3
brd-k59705555,11514.805,670.1947657219665,3
brd-k59754458,10430.735,1092.5524917851762,3
brd-k59794046,13353.021,1054.0510711912116,2
brd-k59840856,15210.91,1414.5704935489846,3
brd-k59939374,9958.531,2294.571036579462,3
brd-k59946561,11701.356,5126.8473012713075,3
brd-k60067222,18059.217,295.6360948820818,3
brd-k60070073,16740.049,10076.473243455175,3
brd-k60093216,14848.4375,2877.696568581739,3
brd-k60218670,9768.074,2128.2362938311153,3
brd-k60228169,16593.748,1617.526708727013,3
brd-k60297835,14771.532,1200.4687476430936,3
