drug_name,deformation,deformation_std,n_replicates
brd-k60379529,12072.215,920.7037276661664,3
brd-k60685007,13569.297,8782.701171948516,3
brd-k60729220,9183.077,476.8067966522934,3
brd-k60757524,17957.543,4512.072379276377,3
brd-k60932973,21049.35,5035.704230623937,9
brd-k60965159,14968.761,1503.1929047665947,3
brd-k61105081,14922.98,479.0796180820358,3
brd-k61106942,13734.812,952.3673693857796,3
brd-k61175124,15013.831,7011.879987417076,3
brd-k61192129,9732.94,912.0388595320246,3
brd-k61359235,11974.677,5043.07775211753,3
brd-k61463582,12838.321,3350.3364705254444,3
brd-k61627029,10250.616,1033.8793294112847,3
brd-k61718261,13828.3,2688.9917961413125,3
brd-k61894884,20995.19,2779.890687818962,3
brd-k61921568,8578.468,236.3115737689722,3
brd-k62019540,12612.599,3807.664164587594,3
brd-k62412498,8541.154,926.1153202910729,3
brd-k62459624,17694.861,2457.629809079617,3
brd-k62466453,17619.213,10975.463031121166,3
brd-k62578746,18666.514,14623.048450050022,3
brd-k62659735,20685.78,8894.720908783362,3
brd-k62719675,11974.773,3604.9927415928582,3
brd-k62768020,11738.785,1363.0783204473546,3
brd-k62818989,27015.762,5564.818501435637,2
brd-k62970326,13960.948,6605.501276307102,3
brd-k63129749,14728.325,1208.1113086208156,3
brd-k63157263,15429.325,1578.033665153193,3
brd-k63175663,11939.263,2710.926038451548,3
brd-k63178889,10076.057,2097.8722982099985,3
brd-k63239300,19507.838,4819.029528320489,3
brd-k63308290,15525.336,7939.459387185603,3
brd-k63350243,14289.179,5488.194555965687,6
brd-k63368502,17572.648,5158.125101359397,3
brd-k63399564,13750.375,2197.810507234006,3
brd-k63425657,14351.95,5046.283571535857,3
brd-k63549648,11049.845,1942.397239235741,3
brd-k63587518,10775.043,504.80624075031767,3
brd-k63712590,17172.672,9892.651922199866,3
brd-k63801873,12416.724,1733.7653313854373,3
brd-k63938928,11120.634,762.0767048067951,3
brd-k63979920,12798.515,2200.609663392492,3
brd-k64024097,16309.898,5108.176362652271,6
brd-k64058329,16656.064,9520.102842903483,3
brd-k64099269,14769.081,5124.519318115625,3
brd-k64106162,21046.215,4709.970320555849,3
brd-k64304398,15805.421,4683.952919170864,3
brd-k64314806,9063.276,1137.633203365014,3
brd-k64366758,14727.093,3222.021853192495,3
brd-k64525051,10090.821,809.7371797010991,3
brd-k64738596,15440.445,8592.183789721794,3
brd-k64754843,18626.389,1434.2726603985238,3
brd-k64780785,16167.478,8498.570450335124,3
brd-k64881093,14762.33,749.7355145097791,2
brd-k64970062,14009.718,4372.706833061137,3
brd-k64979116,14564.355,1620.8676563881174,3
brd-k65093687,15408.419,2210.440751501586,3
brd-k65148867,10641.719,1135.5637334287505,3
brd-k65242613,12255.46,2213.6440563667293,3
brd-k65258912,12909.973,4846.523057202993,6
brd-k65283978,10876.297,1295.2665928101364,3
brd-k65342895,12863.817,3668.6120496674653,3
brd-k65404805,15929.555,464.1192054010098,3
brd-k65411918,9595.716,1708.6936889992721,3
brd-k65742362,15268.284,2814.6724528392765,3
brd-k65774694,13167.739,1829.604358060259,3
brd-k65904652,12715.073,3878.5032662925046,3
brd-k65955264,14763.085,591.4520093566548,2
brd-k65983740,16662.494,1342.0672553507043,3
brd-k66037923,14076.601,2198.3645401993554,3
brd-k66359319,25319.54,9153.308076153173,2
brd-k66448556,11033.169,3983.095776573197,3
brd-k66555411,14226.233,1170.2509489909241,3
brd-k66634822,12611.265,3460.6093983072788,6
brd-k66686673,18232.041,14160.20912902677,3
brd-k66866270,9432.194,1057.449693487416,3
brd-k66884694,18950.686,5898.397092380731,3
brd-k66902379,9552.619,1949.3346304321328,3
brd-k66908362,14651.716,6953.905288143128,3
brd-k66909449,11856.89,3257.9520569585516,3
brd-k67010098,11616.308,2410.7602426961494,3
brd-k67090983,14200.708,2124.9835166684547,3
brd-k67258146,17639.314,9875.017694782919,3
brd-k67414432,15532.825,7109.563415057953,3
brd-k67470788,9500.951,1471.408889403887,3
brd-k67484673,10574.173,3349.675876013684,6
brd-k67519589,13063.55,1231.3014130913953,3
brd-k67550673,15485.114,9971.532501481737,3
brd-k67619794,12443.688,2231.8756998890526,3
brd-k67678077,13714.906,5416.102582598159,3
brd-k67742177,9422.411,336.0055954122883,3
brd-k67774729,20155.783,923.9493718774881,3
brd-k67778494,12348.86,3199.468951381716,6
brd-k67798612,12845.327,2114.3572559096633,3
brd-k67808578,10965.317,1393.8209566330788,6
brd-k68007270,14404.446,1454.4351029332524,3
brd-k68020183,9651.873,1656.113789726263,3
brd-k68038686,12360.398,2456.0536360763494,3
brd-k68158690,14276.581,869.8940594112662,3
brd-k68313733,15379.442,3542.8043670978186,3
brd-k68594214,9406.108,1021.5911695368738,3
brd-k68690198,12627.036,3498.0985832178353,3
brd-k68783079,16169.794,10737.459399843206,3
brd-k68826049,12311.097,5073.331961524578,3
brd-k68833544,11830.519,3832.1999705234325,3
brd-k68863575,15794.192,10639.996504709752,3
brd-k68866125,24788.693,6133.959450518993,6
brd-k69021489,13308.152,3331.266298145125,3
brd-k69159985,20148.266,6016.050500543363,3
brd-k69231968,15012.231,296.76098629347825,3
brd-k69347381,14257.21,959.9657803766279,3
brd-k69396629,17352.574,9757.16300958283,3
brd-k69422440,14647.664,8067.9580288300485,3
brd-k69516039,10726.407,1984.3165800191373,6
brd-k69569876,15369.766,4032.893890814042,6
brd-k69676861,16261.919,890.6092647637485,3
brd-k69695287,9594.789,743.305311078803,3
brd-k69795440,15789.571,447.6789497934062,3
brd-k69834151,16659.678,10989.815968363375,3
brd-k70086257,16224.204,6966.777141622165,3
brd-k70161581,12223.237,1985.5975533101891,3
brd-k70369221,15739.224,8159.6356195496755,3
brd-k70508482,10272.446,968.6115665136855,3
brd-k70646792,14299.196,905.954666497364,3
brd-k70693222,18354.926,12436.762278364802,3
brd-k70714754,15573.362,4022.7051692719388,3
brd-k70751730,14820.688,860.9387920841182,3
brd-k70771662,14663.864,855.842568562634,3
brd-k70821460,10491.583,1380.896321989235,3
brd-k70831943,14289.511,888.4860775866985,3
brd-k70917163,16009.984,11164.184880052448,3
brd-k70918941,16829.688,7931.173424115891,3
brd-k70974948,10760.072,1410.068501316446,3
brd-k70977695,12063.38,1873.3552825658617,3
brd-k71029018,13037.086,2218.448995640187,3
brd-k71138616,13387.243,4293.483233118724,3
brd-k71140693,9204.653,452.9126288367658,3
brd-k71142328,9412.192,907.0574712837099,3
brd-k71169984,17106.871,12079.161590268512,3
brd-k71182391,10737.21,976.610320056882,3
brd-k71303366,14514.456,2409.88285119936,3
brd-k71380401,10474.575,2361.500486546696,2
brd-k71382703,16002.073,5289.404893827924,3
brd-k71427192,13569.4375,5163.370734270008,3
brd-k71489689,9984.892,1013.0680612682912,3
brd-k71523760,15437.672,967.0928238483705,3
brd-k71540055,8632.563,782.1444959690963,3
brd-k71599932,15415.078,1094.3031958518684,3
brd-k71670746,11373.269,685.1044081630417,3
brd-k71726959,11239.2,1066.0028837985346,3
brd-k71746288,12572.57,2363.8635117284257,3
brd-k71879957,18828.129,7115.693202347485,3
brd-k71915010,11812.769,3346.5156061507832,3
brd-k71917235,13784.074,5012.54778297179,3
brd-k71970656,10926.227,1879.0540974612957,2
brd-k72381041,14024.031,2329.8232159383856,3
brd-k72451865,13731.973,2111.328225569749,3
brd-k72462751,18894.744,9460.261992034091,3
brd-k72817452,11280.065,2141.1589965749986,3
brd-k73082558,15431.398,8402.549051137323,3
brd-k73125384,13975.862,1044.8024315833923,3
brd-k73261812,14601.242,1651.418212444305,3
brd-k73285375,9787.669,364.6930845328259,2
brd-k73315009,9319.802,1083.3708568269449,3
brd-k73334721,14310.18,621.5678654859316,3
brd-k73481389,9286.844,447.7254782191315,3
brd-k73567619,9297.222,474.7180136752173,3
brd-k73700643,17371.08,7197.76702002864,3
brd-k73707305,14137.2705,7339.588302372176,3
brd-k73945663,24141.465,2146.4985930280254,2
brd-k73951926,14319.637,2339.3769132096904,3
brd-k74109131,16275.328,7791.487066390317,3
brd-k74126469,8723.437,476.0938637843808,3
brd-k74155249,14233.769,3154.6593083702505,3
brd-k74163137,21280.857,6453.771493968825,3
brd-k74189021,9842.508,1820.320040448988,2
brd-k74228917,24348.795,4568.525268407765,6
brd-k74271701,14247.664,2362.5538335672013,3
brd-k74348865,18289.771,12853.396589517719,3
brd-k74447990,8888.601,175.3549008216038,3
brd-k74486276,14526.147,1160.1306188370788,3
brd-k74534237,11021.984,2293.6803412133295,3
brd-k74561903,9747.792,1410.1046207709137,3
brd-k74596421,8754.864,1080.4545092299452,3
brd-k74606027,11016.661,1493.297775869719,3
brd-k74623475,17362.18,6668.155044928215,3
brd-k74690444,14265.855,5202.772206270844,3
brd-k74777906,13428.196,6945.407335552913,3
brd-k74840245,17343.025,6381.104507966534,3
brd-k74931283,9848.183,847.2712174392152,3
brd-k74949371,14656.199,8236.396586796323,3
brd-k74980345,15235.351,698.2105926864419,3
brd-k74989018,11681.128,4437.364374081724,3
brd-k75040614,13719.972,2352.9988124599613,3
brd-k75081836,13020.297,1548.5637274450114,3
brd-k75296800,14218.199,3777.9810462055166,3
brd-k75302809,13418.27,1796.4386166590323,3
brd-k75304533,8198.01,297.76469636561336,3
brd-k75418381,13911.695,3632.0019696828726,3
brd-k75477256,10982.974,371.0726841167317,3
brd-k75627148,21377.264,3348.1317097544256,3
brd-k75641083,11914.157,2402.1955823472285,3
brd-k75784474,17271.203,14431.788810632605,3
brd-k75940587,11649.977,599.6485179140416,3
brd-k75999307,16587.053,8928.127518566818,3
brd-k76021727,17913.982,12795.05316935136,3
brd-k76073118,15732.4795,5531.765472913302,3
brd-k76079827,12210.735,4336.703320156872,3
brd-k76236182,11133.825,1230.3422207107412,3
brd-k76293260,11650.728,1226.8998929990323,3
brd-k76357752,8155.211,816.7349372537273,3
brd-k76363932,8449.71,490.9618530161302,3
brd-k76595177,11934.538,2420.63766370357,3
brd-k76612204,8856.866,576.3484332372815,3
brd-k76691125,13332.413,2972.782077920199,3
brd-k76772814,10142.386,1910.7005785892238,2
brd-k76846644,15050.758,657.265862702859,3
brd-k76896292,9713.649,1853.4966173135983,3
brd-k76935234,9553.71,992.647904718379,3
brd-k76938712,14556.894,3914.394163502251,3
brd-k76951091,9670.477,238.46211832795214,3
brd-k76999748,17734.172,5510.972510407218,3
brd-k77014406,15285.539,945.4610244580765,3
brd-k77032321,15347.45,9516.238010754807,3
brd-k77239206,11210.251,1458.2500065720092,3
brd-k77432048,14470.253,2469.7311651213345,3
brd-k77480336,12938.276,2256.787850452752,3
brd-k77547509,12510.519,3355.1329800043873,3
brd-k77547920,15212.62,712.4009211469031,3
brd-k77634909,22528.873,4391.525155587926,5
brd-k77681376,19289.283,10688.454023461069,3
brd-k77690805,16426.084,986.9471932062955,3
brd-k77762110,8629.815,638.0444572920143,3
brd-k77987635,10838.581,1137.5730525821305,3
brd-k78062244,16627.643,2718.8219502449288,6
brd-k78167523,9048.305,668.050006866579,3
brd-k78189262,16248.253,1236.8220760290824,3
brd-k78206606,11157.371,2343.647824269068,3
brd-k78223772,9671.135,1084.6899719768414,3
brd-k78385490,17823.1,418.77752147364316,3
brd-k78388870,14346.763,1332.3745352604699,3
brd-k78524708,16214.62,1492.16304468068,3
brd-k78596368,11616.769,2209.2874694576526,3
brd-k78716413,13542.483,4219.672928548893,3
brd-k78844995,16343.263,8426.38187393267,3
brd-k78984681,13089.18,5499.667147463669,3
brd-k79131428,14611.242,3796.423534783177,3
brd-k79222491,15145.602,1000.6541169029475,3
brd-k79251086,10433.833,2744.815326092755,3
brd-k79381128,9596.97,1851.937264664559,3
brd-k79414420,13704.427,5424.198649351449,3
brd-k79459005,18812.744,8933.079098048058,3
brd-k79491139,15965.952,1229.235733051971,3
brd-k79554012,13811.653,6859.402007501867,3
brd-k79779816,10439.968,975.3934057031647,3
brd-k80094086,18037.08,5361.135039919659,3
brd-k80346834,10984.222,902.1953676533221,3
brd-k80602561,16364.833,1460.344867129747,3
brd-k80786583,15274.142,2666.335326953257,3
brd-k80822897,19557.838,11592.675897010377,3
brd-k80962769,9190.638,1568.5029453931775,3
brd-k81214387,13047.965,649.6709280303246,2
brd-k81249836,12521.179,3782.9037745211585,3
brd-k81300454,16835.686,2113.0270934548635,3
brd-k81314178,9483.413,1898.9868970693963,3
brd-k81397638,16668.676,907.5625767113758,2
brd-k81538844,14995.263,797.522138929452,3
brd-k81609421,9766.969,1054.2412058707944,3
brd-k81647657,18882.725,9838.693281033093,3
brd-k81807412,18583.205,11689.679674801018,3
brd-k81814927,16685.43,2472.252285232385,3
brd-k81927853,12918.285,2334.5866863435895,3
brd-k81933000,14923.853,655.6667760341606,3
brd-k82024442,15183.831,864.2152176817854,3
brd-k82034465,13155.575,1450.4238369777718,3
brd-k82092559,19897.998,7423.503537298371,6
brd-k82137294,19380.777,7045.992451958027,2
brd-k82185908,13696.055,4315.677280089362,3
brd-k82196068,13936.622,679.4054329717507,3
brd-k82206012,10785.821,2855.8697699823692,3
brd-k82230692,14327.582,3235.0798151891913,2
brd-k82384352,13471.339,4429.07725798856,3
brd-k82492171,9646.862,1128.2553726879542,3
brd-k82524003,17434.002,6022.502525571739,6
brd-k82580504,11121.809,332.78758707997144,3
brd-k82594686,18719.842,5485.458876899855,3
brd-k82685933,15215.616,2927.042082746487,3
brd-k82732294,14752.449,1771.0909920962727,3
brd-k82747512,8514.002,202.17315349827638,2
brd-k82768082,11787.7,3790.778011660928,3
brd-k82987299,22159.938,3014.1742513436707,6
brd-k83151319,13576.847,4065.081706448246,3
brd-k83493571,20181.38,5607.223327685648,3
brd-k83509924,15751.565,2942.9044888374915,3
brd-k83620635,12978.125,8497.010871568602,6
brd-k83670234,12582.664,713.467726227485,3
brd-k83691318,12224.796,1833.644365253788,3
brd-k83694683,18527.729,241.9763617280877,3
brd-k83780283,20090.969,9492.608492336318,3
brd-k83816656,15726.57,4344.992177575002,3
brd-k83929831,12394.6045,674.3525375785251,3
brd-k84091085,11965.378,3563.695262134251,2
brd-k84102257,20572.492,8591.957112746051,3
brd-k84106030,13757.415,3486.396791443618,3
brd-k84301121,11440.69,1120.6745722416865,3
brd-k84421793,15121.712,6312.025186989984,3
brd-k84450674,14906.96,847.1519223136582,3
brd-k84571636,12480.001,2965.741831880591,3
brd-k84677391,11386.472,2297.372738878301,3
brd-k84762162,9573.334,173.2856086396046,3
brd-k84770158,12501.4375,6296.2068200244685,3
brd-k84803513,10668.67,535.3451533150813,3
brd-k84864079,17315.508,11715.845209000263,3
brd-k84874839,20040.219,3553.32758516869,2
brd-k84881516,11067.211,958.6253119149131,3
brd-k85051645,16453.256,1440.4858462791287,3
brd-k85147876,9899.112,468.5274765139852,3
brd-k85237725,9298.55,319.9728223917358,3
brd-k85266146,16239.79,8195.45590183045,3
brd-k85580279,8354.805,770.220672538367,3
brd-k85670329,16268.769,13031.793426713437,3
brd-k85694079,11154.535,528.8149614531177,3
brd-k85818861,15145.75,1977.1869529903838,3
brd-k85853281,20716.436,2369.0765552979537,3
brd-k85937960,14140.391,5388.318894012741,3
brd-k86027709,15663.72,5150.947944291708,3
brd-k86108784,9505.374,574.3536579225258,3
brd-k86217247,12691.744,3340.241923405676,2
brd-k86231656,14018.282,804.8595523014358,3
brd-k86273012,14266.422,5517.448968922964,3
brd-k86492010,14002.733,1779.3990906288166,3
brd-k86565213,15435.362,1353.6543928441365,3
brd-k86631041,16029.711,9515.210889271428,6
brd-k86652643,14585.949,3621.963695933316,3
brd-k86682249,15238.86,4258.316684822128,3
brd-k86846944,9178.903,750.2235044806818,3
brd-k86899078,15065.085,4181.897322317963,3
brd-k86901264,11550.552,3571.4004369562435,3
brd-k86905031,8792.428,919.0585297639836,3
brd-k86992982,11524.815,4290.182374391384,3
brd-k87040771,13916.513,4772.985897112607,3
brd-k87113270,13171.446,1177.052562894014,3
brd-k87338781,12413.996,848.7982235727453,3
brd-k87371039,9462.789,250.78058286077015,3
brd-k87387614,13712.278,1473.4334960851813,3
brd-k87403606,10869.749,727.5445257989694,3
brd-k87426499,15775.304,6692.049574451774,3
brd-k87726525,15871.645,4717.020586400353,3
brd-k87730440,10310.599,2900.8179569431,3
brd-k88008216,17336.342,8490.177066447504,3
brd-k88013557,14497.246,1286.114402783074,3
brd-k88059273,16000.149,2522.7296031936585,3
brd-k88217904,16933.61,1684.3990932510326,3
brd-k88269385,12251.18,449.6794303641862,3
brd-k88511582,13396.828,1209.778842675348,3
brd-k88542532,14154.848,7885.788400989073,3
brd-k88569143,9663.339,1386.5705424683874,3
brd-k88622704,14429.403,5702.473224703799,3
brd-k88668773,17094.111,11770.566892496874,3
brd-k88668992,14768.2,4545.9657667925285,3
brd-k88707333,15093.569,2428.3434885953775,3
brd-k88714443,9541.082,785.4333985515701,3
brd-k88735704,11777.159,3314.8302792628197,3
brd-k88761633,13782.3,7031.2103776167,3
brd-k88784410,10983.866,338.319675781722,3
brd-k89005359,12992.273,3009.783313246722,3
brd-k89059493,16240.066,6400.979317803942,3
brd-k89097220,17554.82,309.56616046727623,3
brd-k89209981,11138.386,2455.608559877079,3
brd-k89224880,13240.008,1749.8824851367867,3
brd-k89306950,12849.573,963.5653348631408,3
brd-k89412978,9264.726,695.741801072295,3
brd-k89451433,17022.312,7394.192208590273,3
brd-k89486464,14452.863,1111.333277385154,3
brd-k89546934,10334.696,1746.5203931321173,3
brd-k89558221,14920.211,7930.619808345477,3
brd-k89563433,9567.933,2507.5627712950727,3
brd-k89696951,14491.978,3470.30550767286,3
brd-k89748981,15774.122,10855.274799809009,3
brd-k89784888,21763.016,6454.799253266301,3
brd-k89786160,9626.106,1101.810539729147,3
brd-k89832926,15123.866,1427.9332906237132,3
brd-k89843224,10453.187,210.16568746673968,3
brd-k90041947,12758.1045,2486.8357500488264,3
brd-k90417362,16204.6045,2686.527358511715,3
brd-k90446130,15250.46,7772.984484142455,3
brd-k90610876,10104.614,648.2501266987899,3
brd-k90667125,14234.169,7973.4501304997975,3
brd-k90692502,11898.024,2157.345949236384,3
brd-k90697054,10784.242,2391.3766734852306,3
brd-k90700939,17518.756,5315.061991138831,3
brd-k90705745,8952.377,756.4416551265458,3
brd-k90735586,14991.171,5025.598456154415,3
brd-k90736214,16683.78,9654.18193255924,3
brd-k90912239,16184.508,9752.307898941906,3
brd-k90970920,14284.73,5506.405718668367,3
brd-k90996982,9552.462,967.1921173690497,3
brd-k90999434,16683.104,5419.780069877959,3
brd-k91028164,9100.531,900.3586524551929,3
brd-k91047982,9973.023,1446.5560970389663,3
brd-k91134378,14777.597,6395.8194028310345,3
brd-k91184774,14399.341,1244.5896379382446,3
brd-k91264756,15204.207,1044.0717919945612,3
brd-k91273791,14732.476,1933.281594509052,3
brd-k91338578,17523.117,3948.304844875395,18
brd-k91355947,13472.126,3180.6477911227735,3
brd-k91449330,16349.577,10444.225265623894,3
brd-k91517665,20934.81,7806.183326413554,3
brd-k91600270,12097.477,3909.2339734675575,3
brd-k91677732,20363.857,5868.978138954509,3
brd-k91781484,13122.472,3280.828474369638,3
brd-k91836367,15904.969,4816.834282183473,3
brd-k91913968,16799.342,8242.395028638754,2
brd-k92020737,10470.806,1813.6942426118724,3
brd-k92033419,14227.676,747.8321213416618,3
brd-k92107474,15333.989,566.6931317814821,3
brd-k92158425,14075.657,1562.6774094659406,3
brd-k92202821,18045.701,14428.418557634743,3
brd-k92317137,19639.623,1831.4330630504369,6
brd-k92489476,13563.8545,5994.107189730129,3
brd-k92742972,17025.408,9699.113754777974,3
brd-k92754162,15670.005,2958.296516059836,3
brd-k92932331,14042.62,1034.769726937923,3
brd-k92981876,9095.302,775.8334874337027,3
brd-k93127801,18259.596,4519.469998648191,3
brd-k93155496,9575.501,1130.079089209203,3
brd-k93215584,10870.672,1778.8894278452055,3
brd-k93229693,15018.906,1229.7046680708397,3
brd-k93285993,15472.278,3385.165530591167,3
brd-k93296644,14970.516,8227.199407830276,3
brd-k93302072,16790.29,4915.664784465059,3
brd-k93331292,15376.25,6091.826809202243,3
brd-k93367411,19149.79,2783.4098533629704,15
brd-k93541117,20161.355,9433.56559276801,3
brd-k93578426,11704.478,2166.087979360954,3
brd-k93605482,23292.062,5973.596884707818,3
brd-k93623501,17390.377,12539.617485719422,3
brd-k93899689,11176.159,2733.3250626651925,3
brd-k94296811,14729.507,434.27635947219204,3
brd-k94304934,15716.735,8667.076619968413,3
brd-k94381355,9239.802,793.4699910992892,3
brd-k94390040,11320.605,638.7887894868353,3
brd-k94493764,15079.4375,502.1126397618248,3
brd-k94544211,17423.258,3658.359296002613,3
brd-k94580036,15422.181,884.1022295900322,3
brd-k94987138,15158.652,390.5913775353385,3
brd-k95037415,18264.49,10605.90576227985,3
brd-k95117060,14254.089,6681.8273142216485,3
brd-k95138506,10509.3545,536.1725833749367,3
brd-k95168667,17039.926,12122.922167014953,3
brd-k95286134,11550.25,1101.99560766865,3
brd-k95337198,13946.274,8379.276777080317,3
brd-k95482240,15624.909,1756.5980287552145,3
brd-k95495709,12498.18,4101.947100496599,3
brd-k95547711,14805.034,2383.3854563148207,3
brd-k95561591,9744.698,1363.6328520847603,3
brd-k95606637,17526.701,8105.294279966971,3
brd-k95673125,17149.84,6844.06109114218,3
brd-k95760042,10443.203,1633.6133055167545,3
brd-k95786143,9419.495,691.281165464009,3
brd-k95842463,12818.692,3241.4863349106354,3
brd-k95858622,10144.1875,1809.026676838041,3
brd-k96072942,9963.168,1396.5234267391058,3
brd-k96083840,13222.409,3643.0938590068185,3
brd-k96147838,10847.073,2199.583869829261,3
brd-k96167523,12578.406,1458.0516463808938,3
brd-k96194181,12862.538,1053.9674624667819,3
brd-k96213252,14230.28,2747.2404386052744,3
brd-k96433222,14585.276,7665.050654636005,3
brd-k96456313,9329.976,1907.9598758771567,3
brd-k96621343,9957.558,1624.000543380515,2
brd-k96704648,10918.11,2590.9640340646692,3
brd-k96704748,12695.185,4155.089416815209,3
brd-k96740880,13146.43,5651.33211336319,3
brd-k96787835,10415.498,1669.250892611498,3
brd-k97019106,12005.762,2112.3579521114307,3
brd-k97522823,9257.06,1767.1279252539598,3
brd-k97534490,10413.61,272.866008963407,3
brd-k97936712,19930.81,12355.329559199192,3
brd-k98079119,12875.113,4861.67028914456,3
brd-k98173387,12685.696,4578.096137994814,3
brd-k98288062,11442.134,4282.094807124965,3
brd-k98439022,12179.276,4472.585874820333,3
brd-k98519396,10157.343,1319.5094496905504,3
brd-k98546361,9704.351,1827.7317790558432,3
brd-k98575502,16830.016,11324.619198007613,3
brd-k98634983,18369.469,7667.872389078311,3
brd-k98676510,13001.701,3629.130260752647,2
brd-k98739056,11790.63,2846.567337253308,3
brd-k98824517,13775.173,1379.3984048564023,3
brd-k98834634,13767.919,152.43382201815402,3
brd-k98856658,13145.293,2402.51285220118,3
brd-k98896788,8342.1455,652.8691793555764,3
brd-k98948170,18571.38,3062.8624254504725,21
brd-k98991361,13912.268,589.4888212913098,2
brd-k99135512,16862.178,9089.04176717708,3
brd-k99146421,9316.914,1037.315566997051,3
brd-k99303177,9646.25,1269.9048332378366,3
brd-k99381377,19181.686,4702.716504276493,3
brd-k99423120,8736.718,409.1120346222405,3
brd-k99433267,11464.761,1107.4335514522584,3
brd-k99465084,12313.914,768.212019480851,3
brd-k99502566,18484.564,6249.527716725913,3
brd-k99530743,18096.668,6752.632701507226,3
brd-k99582188,16365.106,610.0676899694976,3
brd-k99633092,17389.861,6792.0520201530735,3
brd-k99636700,18877.943,574.3840781152022,3
brd-k99750259,12875.734,1420.8196878860122,3
brd-k99756483,15020.8,3513.472999371427,3
brd-u32049204,10100.785,3089.3861763567493,3
brd-u86222656,21786.316,652.4123478753545,2
brd-u88878891,14746.754,9994.524333819332,3
brefeldin-a,15783.196,3974.633375456249,3
brimonidine,15414.48,6486.758431339826,3
brinzolamide,11897.641,3881.399510164026,3
brivanib,9155.856,1236.4997099595707,3
brl-15572,10016.106,1220.9139758545525,3
brl-37344,11299.662,1630.37210028482,2
brl-50481,14974.14,7114.079036862034,3
brl-54443,15175.056,5469.270381179509,3
broad-sai-071,10571.501,470.54983152537096,3
bromhexine,16196.703,6199.813810816657,6
bromocriptine,14012.859,5290.312667511809,8
brompheniramine,12483.891,3060.8375179192703,5
brucine,14572.496,4673.977572402012,8
bu-239,15107.741,1978.6325480286846,2
bucladesine,16726.217,4764.123120288606,12
buddleoflavonoloside,10675.142,728.5503303342862,3
budesonide,15449.589,3668.295435157774,6
bufalin,13836.241,2228.7377452250985,3
bulleyaconitine-a,12050.156,1889.7785997645988,3
bumetanide,18767.691,9508.232176668962,2
buphenine,11785.397,2238.4132332438967,3
bupropion,15626.822,4823.207141244234,5
buspirone,14668.552,4022.7948038154627,6
butabindide,15822.902,5573.707014855003,3
butein,15932.341,3424.2041048035185,3
buthionine-sulfoximine,15284.864,9561.108653932604,3
butoconazole,11018.37,2659.086099195468,2
butyl-paraben,12106.13,2550.9898074509847,5
bw-723c86,19102.31,576.4333680094521,3
bw-b70c,10732.485,443.8714542331444,3
bx-795,15439.179,2694.236131393823,3
bx-912,12512.964,2207.0084539994623,3
cabergoline,15220.825,5713.742127671903,6
caffeic-acid,16294.215,10350.577191090624,3
caffeine,15752.529,5405.337528415394,5
calcifediol,10695.362,2437.801467414908,3
calcitriol,11992.527,5988.073878658171,3
calmidazolium,15645.568,3640.7379315362696,5
calpeptin,13298.613,2524.5847606276916,6
calycanthine,11100.694,1892.3400779206577,3
cam-9-021,14779.587,3814.6410657220686,6
cam-9-026,19976.932,11510.353607883251,3
cam-9-027-3,14211.419,4814.084578424483,6
camptothecin,22739.193,10033.984940081187,3
candesartan-cilextil,14241.38,4135.680014454906,5
canertinib,13268.005,2886.4852156420447,3
canrenoic-acid,15003.156,4949.949293038234,5
capecitabine,9511.839,898.4987751068433,3
capsazepine,12630.02,3342.0362568029914,3
carbacyclin,13972.2705,1451.2565664453325,2
carbamazepine,14601.315,4974.552613414853,5
carbenoxolone,11037.104,1777.2230079291724,5
carbetocin,13879.899,1942.946202881023,3
carbidopa,9643.879,1011.6809453170785,3
carbinoxamine,12544.648,3408.170323829191,5
carbofuran,11962.852,3016.4630848557854,3
cardiogenol-c,10720.812,196.9607223270094,3
carmoxirole,17762.64,4577.174731570121,3
carprofen,12497.098,2420.685462238803,2
carteolol,13514.629,2574.435611905121,2
carvedilol,14495.675,4088.07122355458,5
catechin,16216.02,6964.737598676141,3
cay-10577,10062.886,1984.9910933835245,3
cay-10585,11734.984,1636.4297018995564,3
cay-10618,15240.583,3892.5874189975902,3
cccp,12830.535,2096.4076334721076,3
ccmq,15746.667,2248.284249702227,3
cct-018159,12886.06,1977.8688820821837,3
cd-00491sc,15822.864,3956.819069472248,6
cdc,10390.862,2229.0533097315547,2
cdk2-5-inhibitor,11323.772,2046.6549371734534,3
cediranib,11157.099,814.268920243116,3
cefaclor,13103.828,926.1555860003696,3
cefdinir,13722.383,1384.343740986548,3
cefixime,17750.15,3354.7757704575715,6
ceforanide,15936.911,7863.509886695845,3
cefotaxime,11473.082,1541.0329726045054,3
cefotiam,14383.07,4969.24125428884,3
celastrol,15312.164,3482.3592116358122,3
celecoxib,12281.414,3351.6467244655382,8
cephaeline,18576.951,4352.62411415014,3
cephalosporanic-acid,12851.5,664.2152783614443,3
cetirizine,10874.972,1242.5734510122713,5
cfm-1571,12938.909,988.5781777354193,3
cg-930,10342.282,2809.970576377573,3
cgk-733,19967.678,5211.97395750034,7
cgp-12177,11339.719,335.55985144336535,3
cgp-13501,13966.583,5626.015671939202,3
cgp-20712,11692.0,3142.350080496615,2
cgp-37157,13464.224,4961.870737881585,3
cgp-52411,12050.397,3919.2056682859725,3
cgp-52432,9763.4375,887.4145803523437,3
cgp-53353,21940.93,4217.8207281492805,9
