dataset_id,species,collection_id,collection_name,dataset_title,dataset_total_cell_count,collection_doi,source,download_date,analysis_assay_filter
a392ab34-9016-4f48-b45d-5b3a9cfa39fe,Microcebus murinus,a137437b-d284-4a27-b1e9-36958a8f92c1,Tabula Microcebus,LCA complete (full atlas),244081,10.1038/s41586-025-09113-9,CELLxGENE Discover,2026-04-05,10x 3' v2
